Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
1795,16,27,22,8,11,8,8,2,0
1800,18,-3,0,11,1,0,7,9,0
1805,-3,23,14,2,2,-1,0,-2,0
1810,13,15,10,9,6,3,1,-2,0
1815,-8,-2,-8,4,4,-3,-14,-17,0
1820,-1,-19,-10,-6,-15,-2,3,6,0
1825,15,22,14,-7,2,0,-9,2,0
1830,-11,-15,-20,-3,-1,-5,3,4,0
1835,-13,-18,-9,-13,5,-1,-5,-5,0
1840,5,15,16,18,-2,6,15,14,0
1845,-6,-22,-10,-22,-16,2,1,0,0
1850,-3,4,-11,-7,4,1,10,7,0
1855,5,-4,3,1,0,4,6,12,0
1860,-5,-11,-1,5,-2,6,0,-11,0
1865,-10,5,6,-7,-3,0,-8,-12,0
1870,2,8,8,-2,-2,0,5,-10,0
1875,-14,-10,-6,-2,-9,-2,2,0,0
1880,0,-6,-5,3,12,-27,-31,4,0
1885,17,8,8,17,-4,5,7,13,0
1890,0,1,-5,-13,3,20,12,-5,0
1895,4,-2,-5,-8,1,-9,-21,-5,0
1900,-10,-7,4,6,3,7,10,-3,0
1905,0,1,-6,8,11,1,6,-8,0
1910,-11,-30,-27,3,2,-4,8,0,0
1915,-1,-5,-20,-22,-23,0,20,2,0
1920,1,-5,-8,-29,-18,12,25,5,0
1925,5,15,13,19,12,-23,-48,1,0
1930,8,35,14,6,5,8,6,3,0
1935,-9,-30,6,6,2,-1,3,-18,0
1940,-6,11,-3,-14,-6,9,11,-1,0
1945,9,2,2,3,4,-2,10,-8,0
1950,-4,-8,2,9,-8,-8,-8,28,0
1955,9,13,-1,-8,-7,-7,-6,-8,0
1960,-10,-23,-6,-6,4,8,4,2,0
1965,-15,-4,-3,-6,-12,-6,8,-13,0
1970,9,-3,15,10,8,3,8,14,0
1975,-1,3,5,18,11,7,22,9,0
1980,2,-8,-2,-5,-6,-14,-7,5,0
1985,-6,-8,-31,-35,-40,7,15,7,0
1990,-5,-2,-6,-11,-5,-13,-25,-17,0
1995,1,8,4,-6,11,8,-8,1,0
2000,10,8,7,8,7,-7,7,-11,0
2005,3,6,7,15,2,4,-6,5,0
2010,-5,0,3,-6,10,-3,-11,-9,0
2015,-2,2,-3,4,-5,-7,-4,-4,0
2020,-5,-11,-12,12,-1,2,-11,1,0
2025,1,-7,11,-11,2,-3,-27,-1,0
2030,-8,-10,-13,-11,-17,-13,4,0,0
2035,3,16,2,5,19,6,-8,-10,0
2040,10,3,2,-1,-10,-1,0,21,0
2045,-1,-6,-10,0,8,14,-2,-13,0
2050,-8,-3,0,1,-5,-5,-13,-3,0
2055,-3,-2,-5,-6,-3,-1,-6,-1,0
2060,-6,-4,-5,-4,-8,-6,-5,-3,0
2065,1,4,1,4,16,12,-6,3,0
2070,1,0,6,4,-1,0,0,-5,0
2075,-1,-8,-6,-6,-17,-7,-1,1,0
2080,-2,1,4,-16,14,21,-1,0,0
2085,3,1,-6,-3,-24,-29,-3,4,0
2090,-7,-15,-19,-21,0,11,16,-3,0
2095,-7,-23,-3,-4,3,-2,-12,-7,0
2100,8,29,-2,-11,-15,-3,6,2,0
2105,-3,-7,2,22,21,4,4,-2,0
2110,6,23,9,1,-11,-11,-1,-12,0
2115,-3,-19,9,10,-13,-3,22,19,0
2120,-5,-16,9,19,30,4,-31,-18,0
2125,-9,-2,-19,-22,-22,2,29,-2,0
2130,-14,-21,-14,-31,-26,-6,-6,-7,0
2135,6,8,-7,11,23,1,-9,1,0
2140,-8,-5,-2,-9,-10,-4,7,4,0
2145,3,6,8,24,4,-8,1,7,0
2150,-2,-5,7,4,6,6,4,-8,0
2155,-7,2,-5,-6,-20,-16,-12,-8,0
2160,2,0,-10,-9,-11,-4,-10,18,0
2165,21,9,21,4,6,6,-2,4,0
2170,-9,-10,-6,7,8,17,17,-5,0
2175,1,3,7,8,9,-2,-30,-6,0
2180,3,2,0,2,-7,-11,10,-11,0
2185,-12,-10,-11,-20,-2,7,2,-2,0
2190,8,12,2,-4,-6,-9,-37,0,0
2195,-3,-7,-5,13,10,8,65,18,0
2200,-12,-18,-13,-3,-12,10,-16,-10,0
2205,2,7,3,7,31,-9,-63,-7,0
2210,2,2,13,-11,-4,-1,-15,0,0
2215,3,1,-4,-4,-5,8,7,-1,0
2220,-2,-9,-9,-3,-33,-7,0,-3,0
2225,-3,6,1,1,-9,-4,-12,-10,0
2230,-3,-2,10,5,-19,2,10,8,0
2235,3,16,7,5,4,-5,-56,-16,0
2240,2,-3,2,1,16,-6,13,-1,0
2245,-5,-7,-15,-8,-10,4,2,8,0
2250,1,11,-3,-3,-11,-19,-9,-10,0
2255,4,1,-6,-20,16,22,5,2,0
2260,-2,-1,0,3,-1,-13,-20,-1,0
2265,-5,-2,3,22,13,1,40,-4,0
2270,-8,-11,4,-9,-5,-4,-28,-3,0
2275,3,3,-1,-3,-3,2,-3,0,0
2280,0,9,-5,4,4,9,8,3,0
2285,-4,-8,-4,1,-7,-16,-24,-11,0
2290,-2,-5,-13,-25,3,16,38,10,0
2295,1,4,6,6,-25,-13,-13,-6,0
2300,-1,-7,-6,-8,20,14,37,11,0
2305,0,2,1,0,-8,3,10,5,0
2310,2,7,12,29,10,-4,-15,-11,0
2315,1,-9,-8,10,10,-4,-12,-1,0
2320,-3,-5,-1,7,-3,-13,-12,-1,0
2325,-2,-4,-19,-47,-23,12,31,5,0
2330,-2,-4,-5,8,15,2,-9,1,0
2335,0,6,6,-3,-2,-24,-15,-1,0
2340,5,6,15,24,19,5,1,-7,0
2345,-6,-23,-4,4,5,1,-14,-7,0
2350,1,7,4,-2,-3,-5,-7,4,0
2355,5,6,-4,1,-8,3,10,-4,0
2360,-3,-12,5,-15,-9,9,-6,14,0
2365,1,5,-13,-18,1,0,-4,0,0
2370,-8,-16,-8,6,-1,-17,-9,-5,0
2375,-1,4,-1,-2,7,13,-22,-5,0
2380,4,7,-1,1,9,4,3,-4,0
2385,2,5,22,24,6,1,7,4,0
2390,4,4,2,21,30,12,-18,-2,0
2395,-7,-5,-2,-14,-18,-20,-32,-1,0
2400,-6,-8,-15,-25,-21,3,3,1,0
2405,0,8,9,5,-33,-14,-16,-6,0
2410,1,-3,-8,4,31,7,-2,0,0
2415,-1,9,15,10,-52,-8,3,-4,0
2420,0,-5,-8,7,62,17,-19,6,0
2425,2,6,6,1,-7,-11,-28,-8,0
2430,-1,1,-6,0,-11,-8,16,2,0
2435,-3,-5,-1,-3,-7,-1,0,0,0
2440,-1,3,1,-1,-26,-13,-12,-13,0
2445,-4,-6,-11,-11,13,15,2,2,0
2450,-1,1,3,1,-4,-6,-9,-3,0
2455,-4,-4,-11,-6,20,9,13,0,0
2460,-4,-3,-3,-4,-21,-20,-6,-9,0
2465,-5,3,0,1,20,-2,-24,-8,0
2470,9,1,-1,-7,-16,3,-7,8,0
2475,-3,-2,-8,-11,-2,-4,12,2,0
2480,-1,2,0,4,-2,-2,-9,-7,0
2485,2,0,2,4,4,7,-17,-1,0
2490,-4,1,-1,-4,-19,-10,-2,-3,0
2495,-2,-3,-6,-11,2,10,-11,-2,0
2500,-2,4,5,10,9,-3,14,-18,0
2505,-38,-12,-1,-4,14,-7,-44,13,0
2510,73,13,1,1,-20,-15,12,16,0
2515,2,-18,-6,-4,-8,-4,2,-2,0
2520,-14,8,9,1,2,15,-7,-27,0
2525,-7,-2,-9,-10,-20,-7,38,-8,0
2530,-26,2,3,2,-2,-8,-1,-4,0
2535,-2,8,8,13,48,48,14,6,0
2540,21,-3,-1,1,6,4,13,9,0
2545,-7,-5,-3,6,16,2,7,3,0
2550,16,12,6,-6,-5,25,-8,0,0
2555,8,-2,-6,-2,6,-11,14,4,0
2560,-17,0,-3,-6,-12,0,-8,-2,0
2565,1,-16,-12,-4,-8,8,29,8,0
2570,-20,-7,-7,-1,0,-12,56,-13,0
2575,-17,-1,-3,-5,-2,0,-37,-1,0
2580,-14,6,12,0,-2,-2,22,-3,0
2585,41,-1,-11,-2,-12,-13,18,27,0
2590,-15,-10,-6,-1,9,12,12,-2,0
2595,5,1,-3,0,-3,-15,-20,-6,0
2600,4,3,2,-7,-12,-7,-3,6,0
2605,-5,2,3,-3,-27,-30,-11,-12,0
2610,-7,0,2,9,36,17,-17,0,0
