C1,C2,C3,C4,C5,C6,C7,C8,Marker
-5,-4,-7,-9,-1,36,-6,-25,NAN
1,3,4,4,8,16,-6,20,NAN
-28,-3,-6,3,4,1,-28,-31,NAN
24,5,1,-4,-2,1,-25,-5,NAN
15,-6,-6,6,7,-15,12,23,NAN
3,8,19,-2,7,2,-6,6,NAN
-3,4,43,5,2,9,-37,34,NAN
7,-17,-101,-20,-15,7,19,-18,NAN
53,6,-33,-4,-1,-44,-29,21,NAN
-9,-8,1,2,19,-20,35,28,NAN
-20,0,19,18,25,16,65,16,NAN
41,3,20,-2,-18,-53,-89,-10,NAN
-12,-7,-39,1,16,-69,-7,37,NAN
16,14,32,9,-15,-6,-45,-64,NAN
-27,-15,-10,-14,-19,16,42,20,NAN
2,8,8,5,12,56,-13,-70,NAN
33,7,10,-1,10,2,-2,25,NAN
-50,-21,-24,-6,-6,-6,-61,29,NAN
34,11,25,-3,-7,-14,7,12,NAN
-21,-1,4,-3,-11,-7,-28,-25,NAN
-4,-3,-11,-6,-9,-7,-20,-20,NAN
-15,-8,14,2,3,12,31,60,NAN
-34,-8,-17,-8,11,-49,127,49,NAN
-3,-3,20,-9,-48,19,-71,-70,NAN
-18,-6,8,-5,-8,-29,73,-6,NAN
20,6,20,4,10,29,16,30,NAN
18,-12,-38,-12,0,75,98,5,NAN
-12,-4,-4,7,13,-91,-73,-38,NAN
35,7,17,1,-14,-89,-34,19,NAN
1,1,-3,-3,11,59,12,11,NAN
-28,-10,-18,-6,-3,22,54,-24,NAN
1,8,-7,0,8,-35,43,57,NAN
-14,-1,8,12,12,40,-72,-94,NAN
-11,-5,4,-4,-15,-24,3,40,NAN
-3,-6,-12,-22,-30,-16,-2,1,NAN
-19,-12,3,-11,-18,-27,-30,-32,NAN
9,6,-16,-7,-3,37,-21,7,NAN
21,-2,-5,2,20,-17,28,-8,NAN
-23,3,20,-6,-16,-51,-91,-38,NAN
18,3,2,3,27,46,73,14,NAN
32,0,-29,-23,-46,-29,-9,25,NAN
-32,-21,-25,-13,2,76,-9,-44,NAN
-1,12,14,26,22,-103,-72,-5,NAN
28,6,3,4,2,118,89,58,NAN
-47,-20,-14,-4,0,36,-9,-49,NAN
23,8,15,-4,-17,-21,-48,-23,NAN
29,8,4,10,10,26,-43,24,NAN
-8,-11,-6,7,-2,-21,56,13,NAN
-6,-7,-4,-13,0,43,19,-15,NAN
20,12,6,2,-6,-36,-4,-13,NAN
-20,-10,-7,-16,-25,-5,-2,-1,NAN
-14,7,10,2,5,-5,-14,-7,NAN
23,-6,-10,-4,0,30,55,-17,NAN
-27,0,3,17,29,-15,-27,-24,NAN
54,10,3,-2,-18,-7,65,69,NAN
-9,-3,-1,-9,11,60,18,14,NAN
6,9,5,4,11,42,127,51,NAN
-3,-8,-2,9,14,8,-36,-33,NAN
-26,-6,-4,7,19,17,-9,-6,NAN
28,5,0,-7,-17,-15,59,14,NAN
-25,7,13,3,-1,-28,22,-41,NAN
-12,-5,7,1,-4,-25,-20,17,NAN
44,12,1,-2,-9,10,-12,27,NAN
-21,-9,-12,0,6,1,-12,-33,NAN
-37,-5,11,-1,21,14,-3,14,NAN
21,-6,-14,-8,-18,-39,-33,-2,NAN
-2,-13,-30,-14,10,77,-6,-3,NAN
-3,9,6,-4,-11,-55,76,1,NAN
-18,-8,0,3,11,25,-107,-15,NAN
20,10,8,4,-11,-63,-99,-3,NAN
-18,-9,-11,-7,-19,19,57,-5,NAN
20,1,2,3,19,21,-5,11,NAN
-11,-9,-3,-11,3,66,118,-16,NAN
-9,-1,-5,7,6,-66,-7,46,NAN
6,-5,-3,-9,-10,60,-10,-42,NAN
16,6,19,1,-20,-83,-37,1,NAN
14,-3,-6,9,11,25,32,36,NAN
-30,-7,16,10,19,85,19,-41,NAN
-12,0,-3,5,6,-23,-34,7,NAN
-34,-13,-16,-3,2,-15,-92,-61,NAN
-22,-1,9,-10,-25,23,97,45,NAN
38,12,-12,-6,-5,7,30,-4,NAN
18,8,14,16,10,-70,14,64,NAN
-41,-10,-9,-7,-3,40,33,-38,NAN
16,4,2,-9,-23,-15,-41,-10,NAN
-15,-2,-13,-12,-6,28,14,-33,NAN
-6,-3,-12,3,12,-5,-1,28,NAN
12,4,21,14,9,-32,-8,28,NAN
-2,-2,2,4,15,88,-2,-28,NAN
20,6,6,3,-13,-117,-56,37,NAN
-33,-6,10,-8,-9,54,29,-70,NAN
24,0,-5,4,13,-31,-5,13,NAN
17,-8,-28,-7,-2,12,6,21,NAN
-21,16,31,13,13,16,49,17,NAN
19,-2,1,0,-22,-76,-39,11,NAN
-13,-12,-21,-15,-13,95,13,-33,NAN
-28,-1,-2,8,0,-89,-28,-25,NAN
18,-5,-7,-17,-14,40,-20,-27,NAN
-36,-1,3,1,-2,-26,-33,-18,NAN
7,-4,-21,-9,-5,6,10,39,NAN
1,8,21,0,-17,-39,-1,-20,NAN
-16,-13,12,-1,-4,7,0,-1,NAN
-26,-4,7,5,3,-2,-11,-18,NAN
41,0,-10,14,21,20,-8,36,NAN
3,-4,2,-6,-20,-38,18,-1,NAN
0,0,10,1,9,-27,-31,-16,NAN
-1,-6,-22,0,11,11,7,9,NAN
-4,4,10,-2,-18,-1,3,-3,NAN
1,-8,-10,-7,-1,21,-35,-32,NAN
-25,6,1,3,3,-30,16,-24,NAN
7,-1,1,5,10,1,16,13,NAN
25,9,8,7,-7,-18,5,13,NAN
-7,-6,-8,-6,7,59,49,16,NAN
-2,-5,9,-5,-19,-25,-47,-14,NAN
6,-1,-1,6,24,15,64,52,NAN
-26,-4,0,-12,-35,-73,-81,-67,NAN
4,1,1,-12,-18,1,54,-2,NAN
-17,-15,-15,-11,-2,18,1,-20,NAN
12,12,8,8,10,9,40,31,NAN
-44,-9,-7,9,30,23,3,6,NAN
35,2,3,4,-4,-21,-49,28,NAN
-21,1,0,-3,-21,-29,-19,-26,NAN
17,3,0,-6,4,21,-5,-21,NAN
5,7,13,3,-2,19,32,9,NAN
-8,0,-14,-2,-14,-57,-81,16,NAN
34,5,30,2,1,1,-15,8,NAN
-13,-5,-9,-1,-1,-5,26,-1,NAN
-18,-5,-16,-6,2,38,-28,-22,NAN
9,4,9,-2,-4,-61,-59,-32,NAN
-10,0,-21,-10,-16,43,72,52,NAN
22,5,27,16,20,-53,5,25,NAN
-19,-9,-15,-13,-31,-14,-54,-8,NAN
-21,1,-6,-4,9,-3,-22,-25,NAN
36,11,14,4,-1,38,-9,-9,NAN
13,-5,-15,-6,-8,-4,6,3,NAN
-32,-3,17,9,24,-8,-101,-35,NAN
16,-6,-15,-12,-23,10,60,45,NAN
3,1,1,2,3,-22,12,0,NAN
-4,-4,-2,-5,-17,9,17,-14,NAN
15,-4,-21,-3,8,-1,16,2,NAN
-16,0,-20,0,4,-2,-54,-16,NAN
-7,-4,6,-3,10,1,33,25,NAN
-17,-4,16,-10,-45,-47,-7,37,NAN
10,-2,-15,-7,9,55,64,0,NAN
-13,7,19,9,12,-39,13,-41,NAN
-1,-3,-18,-15,-25,73,90,32,NAN
0,7,12,26,29,-93,-118,-12,NAN
-13,3,11,9,10,38,10,-3,NAN
20,-3,-4,0,4,17,0,16,NAN
-1,-8,-16,-8,-7,25,2,-23,NAN
-13,1,3,-11,2,10,98,-12,NAN
-24,1,-5,3,-5,-32,-29,-12,NAN
26,-6,-7,-4,-6,9,-19,26,NAN
-1,-5,-6,5,9,-35,-43,-2,NAN
-6,6,16,-1,-5,29,18,0,NAN
-3,-7,-15,-20,-33,-53,-13,-33,NAN
-14,-5,6,-7,-3,-4,-8,44,NAN
28,5,16,12,9,10,48,14,NAN
-29,-3,-14,7,20,17,10,-56,NAN
7,3,22,4,17,-8,-22,25,NAN
1,-3,-15,-6,-7,26,-6,1,NAN
-8,-6,-6,-7,7,11,-3,4,NAN
-4,8,15,0,-14,-17,119,7,NAN
30,18,18,15,1,-78,-110,-14,NAN
-9,-23,-34,-6,13,81,0,-15,NAN
-16,-6,-14,-16,-18,-35,7,-10,NAN
-2,0,5,-8,-28,-37,-91,-25,NAN
7,-5,-13,-7,-10,35,54,-7,NAN
-3,-8,-11,0,10,-19,-47,-63,NAN
-9,-1,9,11,25,26,69,82,NAN
2,6,11,-1,-1,26,7,1,NAN
-3,-4,-1,-4,-6,-18,-14,-16,NAN
17,10,13,1,0,6,-25,20,NAN
-17,-4,-15,-7,2,-8,53,-17,NAN
22,-8,-14,1,5,3,5,42,NAN
-7,-2,8,5,15,45,-2,-10,NAN
10,-1,-3,-2,-3,42,24,4,NAN
-10,-4,-3,-2,-7,-71,-1,-16,NAN
-3,-1,-12,-6,-13,16,7,20,NAN
-5,-23,-32,-8,-1,-15,9,-15,NAN
-12,6,12,8,6,-25,10,-11,NAN
20,1,4,-13,-4,65,-25,-8,NAN
-9,17,25,-2,-12,-13,64,57,NAN
7,-2,-8,-5,7,24,83,51,NAN
7,-10,-24,-10,6,62,-40,-19,NAN
4,27,47,11,8,-43,-9,-22,NAN
9,-5,-13,-8,0,76,68,27,NAN
1,7,17,1,-13,-99,-36,-6,NAN
-34,-8,-5,0,-7,17,-128,-47,NAN
25,-6,-23,-9,-17,11,14,20,NAN
-15,6,27,8,15,-1,-28,-40,NAN
24,12,10,-1,0,17,-62,-19,NAN
-18,6,10,-2,3,31,3,10,NAN
-16,-6,-1,-4,-13,-16,-22,-13,NAN
-12,-9,-10,7,6,-92,-3,8,NAN
8,7,8,-7,-13,55,-50,2,NAN
1,-14,-32,-12,-3,-9,-42,-14,NAN
0,-7,-11,-2,-5,26,93,17,NAN
11,18,30,16,17,-13,-12,-20,NAN
-11,-23,-24,-7,-14,-30,39,21,NAN
-12,-7,-5,-9,5,116,19,-54,NAN
5,3,-7,1,-3,-93,-51,58,NAN
10,-7,-4,4,-4,-16,37,10,NAN
2,0,-3,1,4,7,-107,-38,NAN
13,5,9,1,-2,-18,-88,-10,NAN
-9,7,15,4,-5,-3,21,-13,NAN
5,-10,-11,-7,-8,-6,20,52,NAN
2,0,-20,-3,-4,0,14,-26,NAN
2,5,13,4,17,-3,29,1,NAN
-21,4,10,-4,-7,-7,-39,-25,NAN
18,3,-3,-3,-27,-39,33,32,NAN
-11,-7,-5,-4,1,-41,-14,-21,NAN
10,-4,-9,-14,-20,23,54,40,NAN
-28,-2,9,9,24,19,-55,-47,NAN
7,0,-5,0,-14,-96,-85,-50,NAN
-5,2,4,4,5,24,38,-2,NAN
-6,-4,-1,-6,5,38,60,20,NAN
-45,-15,-11,-1,-10,-41,-128,-56,NAN
4,6,1,-7,7,47,61,-25,NAN
19,8,0,-1,6,-4,12,34,NAN
-6,-6,-11,-4,-20,-59,-67,-41,NAN
-1,12,23,4,2,48,90,18,NAN
-12,-22,-34,-12,0,58,33,29,NAN
4,2,6,10,-13,-128,-41,-13,NAN
-9,-1,5,-3,-13,-16,14,-10,NAN
6,-5,-4,-11,7,49,44,-5,NAN
14,7,4,7,9,17,18,44,NAN
0,8,5,8,-1,-37,-15,-38,NAN
21,0,0,-7,-13,-32,-86,-2,NAN
8,9,16,-5,1,76,126,57,NAN
-10,2,10,10,4,-65,-128,-44,NAN
5,-8,-9,7,17,39,2,43,NAN
-7,3,1,-1,18,81,127,90,NAN
-18,-11,-15,-2,-12,-65,-65,-70,NAN
5,-9,1,-3,-21,-94,-88,-31,NAN
9,-1,-1,-5,17,48,-30,4,NAN
-10,-2,11,5,-22,-40,9,-4,NAN
4,0,-20,-2,16,69,50,10,NAN
-21,0,0,3,8,26,64,-7,NAN
9,-3,-15,-7,5,18,2,44,NAN
6,-1,-2,-7,-17,-63,11,-26,NAN
10,-7,-5,-8,-22,-35,-11,27,NAN
-7,-1,-18,-9,-1,22,65,13,NAN
8,-1,12,8,3,-19,-11,-29,NAN
-5,2,2,5,25,63,28,-19,NAN
-21,-10,-8,2,16,50,29,-23,NAN
18,7,6,6,13,-19,26,40,NAN
-2,2,-4,7,11,7,17,-16,NAN
-13,-13,-13,-8,-16,3,-74,-79,NAN
-25,1,-9,-9,-7,-15,71,15,NAN
13,19,12,4,6,53,70,-4,NAN
4,7,19,9,0,-49,-70,-10,NAN
-16,-13,-16,-7,0,1,-13,-30,NAN
-5,-6,-11,-21,-28,3,48,11,NAN
-7,-7,-6,2,-2,-70,-53,43,NAN
-14,-13,-14,-7,-1,62,-10,-17,NAN
11,-6,-9,-12,-7,-42,-121,-31,NAN
-4,11,16,15,5,-56,-40,47,NAN
-11,-4,-3,4,0,53,5,-19,NAN
-9,-5,-6,2,-6,-37,-28,0,NAN
10,-3,-8,-2,8,10,13,-23,NAN
-7,2,11,-2,-10,-9,-82,-43,NAN
-3,6,9,-9,16,74,120,49,NAN
25,7,2,9,-22,-103,-83,-9,NAN
-28,-15,-20,-19,-20,47,75,-19,NAN
-4,-8,-15,-6,-4,-47,-54,-55,NAN
2,1,7,5,4,29,57,98,NAN
11,-3,-2,0,8,-16,-9,16,NAN
-13,-3,-2,-4,-15,10,-31,-25,NAN
3,2,2,3,13,57,127,83,NAN
-4,0,-4,6,8,-2,8,-65,NAN
-16,-7,-3,-1,3,-16,-92,-18,NAN
11,-3,-5,5,-10,-35,-34,-18,NAN
26,6,-6,-12,2,28,-22,-2,NAN
-10,4,6,-10,-21,-35,40,18,NAN
12,4,5,4,7,16,16,0,NAN
-24,-3,-3,4,26,95,97,53,NAN
9,3,1,16,1,-82,-60,12,NAN
-30,-8,8,-8,-26,-50,-110,-52,NAN
20,8,-6,3,4,14,1,-39,NAN
-12,-4,9,2,6,-1,23,-10,NAN
2,-6,-13,-4,15,3,9,-5,NAN
-4,-8,-5,-5,-9,12,-11,-28,NAN
7,1,-9,-7,-23,-23,29,37,NAN
4,-1,-2,1,3,-26,-100,-56,NAN
-26,-7,-14,-2,-6,10,92,53,NAN
15,2,3,2,10,31,14,-2,NAN
4,-7,9,1,5,-3,3,-8,NAN
-2,8,8,-3,0,12,-32,-4,NAN
-4,-8,-8,-11,-22,-41,35,-11,NAN
40,1,-7,1,7,25,-38,31,NAN
0,2,-6,4,3,5,50,11,NAN
-7,2,-11,-4,-12,-41,-72,-33,NAN
-16,-8,14,-2,-5,6,33,9,NAN
18,2,-20,0,20,29,19,-32,NAN
7,12,12,-9,-29,-48,36,44,NAN
-25,-12,-3,-6,14,15,76,-14,NAN
23,-10,-27,-18,-51,30,-91,-48,NAN
-19,1,-2,8,2,-94,7,18,NAN
21,-6,-7,1,18,41,-73,-36,NAN
2,4,15,2,-12,-40,59,43,NAN
11,0,-3,5,21,32,-92,-26,NAN
-21,-5,-4,6,10,18,31,-15,NAN
-21,-2,-8,-12,-13,1,53,7,NAN
36,3,15,5,-5,-18,-5,23,NAN
-4,4,2,-1,-4,-16,14,-57,NAN
4,-3,-10,4,11,44,23,15,NAN
-24,-8,-10,12,17,-32,10,-37,NAN
-14,-2,-16,-18,-34,21,24,1,NAN
-6,-7,-7,-22,-3,24,36,18,NAN
-3,7,14,-6,-15,-58,30,-9,NAN
-35,-6,-3,15,19,-20,-80,33,NAN
24,-4,-5,2,7,32,47,15,NAN
-5,9,22,5,3,13,7,-27,NAN
-20,-4,9,-2,-4,7,23,37,NAN
29,-6,-7,-14,-8,-20,-88,-21,NAN
-39,-10,-18,-7,-25,-55,-59,-19,NAN
-7,3,-13,-7,-19,22,16,0,NAN
18,4,5,-7,1,13,60,-33,NAN
41,20,18,24,41,30,72,95,NAN
-21,-12,-5,5,2,1,-79,-5,NAN
-2,-3,8,-1,16,-26,32,-8,NAN
-12,-16,-21,-1,-9,1,-16,-1,NAN
9,6,4,-14,-27,12,120,39,NAN
-5,6,-3,7,15,1,-26,-33,NAN
13,2,18,10,16,32,-6,37,NAN
-16,-8,-4,0,5,-7,-57,26,NAN
-22,-10,-13,-7,-1,-1,-2,-44,NAN
32,2,16,0,0,22,-26,-10,NAN
1,0,-7,-9,-14,-10,-28,8,NAN
-5,-1,1,-6,-30,-90,18,15,NAN
-6,-3,-7,10,21,43,-120,-83,NAN
24,7,1,2,15,-7,127,95,NAN
-6,-4,-5,16,17,12,-95,-27,NAN
8,0,5,-10,-9,-18,24,-5,NAN
-24,-1,9,-3,-11,26,-49,-3,NAN
-9,1,-2,5,9,-23,-80,-39,NAN
25,0,-11,-4,-11,-1,91,56,NAN
1,12,10,5,13,21,-54,18,NAN
20,-8,-8,-11,-11,-1,81,8,NAN
-24,-3,4,3,-3,-35,-62,-67,NAN
9,-10,-18,-8,-4,9,24,41,NAN
28,2,-3,-1,6,22,35,-17,NAN
-60,-5,18,-2,-7,-35,-56,-33,NAN
40,2,-6,-7,-2,21,43,52,NAN
-24,15,3,12,14,-7,40,17,NAN
-8,-3,-15,-1,-3,11,-26,-10,NAN
-4,2,18,-5,1,-5,-33,-24,NAN
2,-3,-13,14,27,17,-67,-20,NAN
4,2,-2,-11,-45,-50,43,45,NAN
-33,-9,-4,-13,-24,7,5,-43,NAN
29,-7,-14,1,1,-39,-22,3,NAN
3,6,9,3,9,18,10,32,NAN
-4,-8,-11,5,24,79,39,-10,NAN
16,5,3,-4,17,57,110,34,NAN
-7,18,34,14,-13,-114,-69,-78,NAN
6,2,2,-2,-6,76,54,10,NAN
-9,-10,-18,-4,-6,2,10,-16,NAN
-18,-8,-11,-1,3,31,67,30,NAN
18,-22,-32,-15,2,54,99,11,NAN
15,18,23,7,4,-46,-120,-41,NAN
-4,-1,-5,-7,-2,-46,2,-5,NAN
1,-1,-2,6,3,35,56,26,NAN
-34,-15,-10,-24,-52,-53,-83,-37,NAN
17,-1,-3,-7,-13,-26,71,34,NAN
16,-3,-15,4,17,44,13,0,NAN
7,-5,8,8,13,-26,-59,-19,NAN
-23,17,27,16,34,79,24,11,NAN
-8,-10,-13,-7,-19,-57,16,-4,NAN
11,7,9,4,6,44,6,29,NAN
-6,-9,-14,-5,-9,-72,-34,-48,NAN
-14,-2,0,-4,-16,-15,38,-29,NAN
11,0,-1,2,15,59,71,38,NAN
-15,-12,-16,-6,2,32,37,-15,NAN
4,17,25,3,1,-28,-120,-9,NAN
29,10,1,0,5,28,93,62,NAN
-9,10,15,16,-2,-86,-128,3,NAN
17,-5,-22,-21,-19,-30,-56,-15,NAN
-18,-4,-5,-3,1,72,81,-9,NAN
-13,3,10,13,20,23,-11,-16,NAN
-2,-4,7,-2,13,10,-25,3,NAN
0,8,29,-1,-9,22,48,12,NAN
-3,-4,-13,-8,-18,-56,-62,3,NAN
8,2,-2,1,3,-23,-95,-18,NAN
-22,-29,-51,-17,-20,26,42,-46,NAN
-2,4,1,-5,-4,-30,-56,-23,NAN
13,14,22,13,21,-5,16,-37,NAN
-25,-17,-16,-11,-22,8,-15,75,NAN
7,1,4,-4,11,27,31,-3,NAN
-24,-6,-17,-1,-3,24,14,-13,NAN
1,1,-11,9,-10,-81,-86,-21,NAN
5,2,16,5,13,3,82,45,NAN
-21,-1,-6,-12,-21,18,-20,-25,NAN
11,0,8,5,-3,-67,10,19,NAN
4,1,8,-2,18,83,104,36,NAN
-10,-4,-4,1,9,38,93,6,NAN
-8,-3,0,-7,-19,-92,27,-38,NAN
-7,7,17,15,22,60,102,36,NAN
0,-7,-10,-7,-15,-24,-69,-10,NAN
16,-5,-14,-18,-20,-23,-22,-11,NAN
-14,0,-9,0,14,46,50,16,NAN
-3,9,12,3,-4,-19,-28,-17,NAN
41,4,8,1,-3,-7,32,-5,NAN
-15,-5,2,4,-3,14,-20,-27,NAN
-1,-5,-22,-4,0,-8,-57,1,NAN
-10,-26,-38,-3,4,-9,-14,-21,NAN
-11,29,67,15,10,53,82,37,NAN
11,-22,-36,-14,-20,-62,-111,-29,NAN
-1,2,14,-5,-6,27,73,5,NAN
12,0,-10,10,8,-70,-100,-12,NAN
4,-4,-19,-4,5,19,23,11,NAN
3,-3,-23,-1,6,-8,-52,-19,NAN
-10,9,17,-9,-17,3,-106,-49,NAN
10,1,12,-3,-17,21,83,81,NAN
-41,-18,-14,-9,0,58,57,-28,NAN
27,14,28,21,11,-95,-86,-20,NAN
8,4,-2,7,29,84,127,32,NAN
-2,4,-1,2,11,13,-39,-23,NAN
-10,-16,-23,-14,-27,-61,-122,-62,NAN
0,12,14,-5,4,68,96,63,NAN
22,1,10,11,-14,-61,-59,-2,NAN
-1,-1,1,-7,-10,9,49,19,NAN
-15,-17,-16,2,9,11,45,14,NAN
9,-4,-6,-1,14,0,-87,-25,NAN
-7,-14,-14,-9,-18,-37,-40,-5,NAN
-6,20,22,0,6,93,101,-19,NAN
53,14,7,8,3,-113,-89,41,NAN
-9,3,11,-8,-19,2,58,0,NAN
-11,-6,-7,1,31,20,36,40,NAN
1,-15,-27,-11,-11,40,37,-10,NAN
1,20,29,2,-16,-40,-49,2,NAN
2,5,3,4,6,15,53,7,NAN
-5,-3,8,-4,1,59,68,-1,NAN
9,-4,-13,8,10,-100,-128,-10,NAN
-5,0,-1,-7,3,40,53,49,NAN
-1,-4,-6,-2,-8,5,-5,-12,NAN
-20,-9,-18,-10,-8,11,85,21,NAN
0,-2,25,5,-14,-69,-44,-38,NAN
-18,-13,-10,-3,-4,26,54,-29,NAN
-9,-3,-4,1,4,13,107,-9,NAN
30,1,-4,1,14,8,-18,27,NAN
-22,6,0,-5,3,36,-19,-35,NAN
0,4,12,3,-10,-60,-103,17,NAN
0,-16,-22,-5,8,42,8,-29,NAN
-16,-12,-6,2,7,3,7,41,NAN
4,5,10,-4,-11,-4,16,26,NAN
19,-1,-18,-3,-3,-3,-34,-13,NAN
0,1,3,-7,3,12,5,20,NAN
0,-2,-12,0,-15,-31,-48,-23,NAN
-17,-4,-9,5,12,17,-7,-30,NAN
31,-1,-12,-13,5,29,45,36,NAN
-2,7,24,7,-18,3,28,14,NAN
-51,-4,-11,-13,-7,46,127,7,NAN
-11,-7,-6,-3,-8,-40,-100,24,NAN
6,2,5,10,-4,-36,-25,-20,NAN
42,0,6,6,24,99,29,72,NAN
-25,-6,-7,-11,-20,-43,-11,-41,NAN
0,9,9,-4,-5,-10,-31,-62,NAN
-11,6,15,9,-3,75,73,46,NAN
-20,-11,-6,5,13,-47,-4,-26,NAN
11,8,12,11,10,20,-26,-2,NAN
14,1,-4,-1,21,4,-50,-11,NAN
-6,8,24,4,-5,-24,-45,-15,NAN
8,-3,-11,-15,-12,7,44,19,NAN
-47,-10,-10,-14,-36,-24,-73,-74,NAN
-3,3,21,8,14,-10,35,2,NAN
19,-2,13,6,13,4,-11,-10,NAN
-23,4,44,11,3,5,10,19,NAN
10,-15,-59,-4,28,33,9,-11,NAN
3,11,33,11,-27,-2,31,26,NAN
-13,-5,-16,-30,-25,-54,-57,-60,NAN
3,-2,-6,-3,-9,16,32,26,NAN
49,2,22,4,10,-16,47,7,NAN
3,-6,-31,11,23,11,-43,29,NAN
-27,-14,2,-9,-30,-89,-58,-43,NAN
-30,-19,-40,-16,-40,-19,-49,-53,NAN
22,4,-2,-10,-24,9,41,61,NAN
20,1,6,2,-3,15,-126,-48,NAN
-6,0,-3,22,39,6,94,63,NAN
30,13,20,-2,11,17,50,52,NAN
-18,-6,-27,-14,-18,-46,-68,-58,NAN
16,17,13,1,8,-6,54,37,NAN
10,12,37,16,12,46,-83,-53,NAN
-65,-14,-24,-4,11,-17,-17,26,NAN
4,2,20,-2,-7,39,40,-13,NAN
-6,-2,-16,24,47,-29,-62,-71,NAN
-18,3,16,-33,-83,-43,-46,5,NAN
-17,-15,-23,-17,-5,-19,85,58,NAN
-13,-7,-19,11,12,20,-38,44,NAN
-7,23,69,26,46,120,85,-66,NAN
-5,0,19,23,64,-66,-17,-66,NAN
-3,-17,-21,-18,-54,-15,-127,20,NAN
-54,2,-11,-27,-65,-59,31,0,NAN
71,-11,-23,-28,-54,-49,-54,36,NAN
5,-10,-6,0,43,107,89,16,NAN
-32,1,17,15,27,57,43,-6,NAN
3,6,14,18,47,12,10,-89,NAN
12,-2,-10,-2,-14,-9,10,46,NAN
5,-6,-24,-20,-14,24,92,58,NAN
-13,0,-8,-9,-29,-16,46,-13,NAN
7,16,21,16,30,24,-29,-13,NAN
-27,0,24,-4,-10,-4,87,8,NAN
23,-9,-37,5,21,-58,-128,13,NAN
-20,-8,-1,-11,-3,83,99,34,NAN
9,7,-1,0,4,70,125,62,NAN
-22,-6,-7,4,23,-19,74,-39,NAN
-2,0,12,17,26,35,-61,3,NAN
22,15,5,7,7,11,101,46,NAN
44,-12,-17,-14,-3,-26,1,21,NAN
-17,5,14,-1,-5,-39,29,-23,NAN
3,4,7,8,26,11,37,62,NAN
1,-10,-10,-6,-19,-3,5,-5,NAN
-6,7,-6,-12,-37,-27,33,-15,NAN
-4,-2,0,10,21,23,-17,4,NAN
-7,-8,3,-19,-42,-22,-42,-18,NAN
-8,-13,-37,-18,-13,-8,-128,-44,NAN
-5,7,15,15,25,-1,-56,-42,NAN
-8,-1,3,-12,9,89,76,42,NAN
0,-13,-10,-13,-39,-87,-3,-36,NAN
-7,-6,4,-10,-14,97,79,30,NAN
22,4,-4,-9,-33,-89,-42,-54,NAN
-34,1,22,5,13,-14,-50,-16,NAN
43,4,10,5,41,88,18,43,NAN
-4,-7,-10,17,40,-54,-62,-2,NAN
-11,2,3,8,-4,58,78,15,NAN
2,-6,-6,-15,-31,-31,27,-60,NAN
-66,-10,-18,-18,-30,-40,-86,-43,NAN
32,-8,-7,-14,-30,-36,-74,-7,NAN
-14,2,12,13,38,57,-13,-1,NAN
32,8,-6,15,22,-24,4,21,NAN
-23,1,8,19,32,31,45,12,NAN
14,11,8,-9,-7,-8,10,11,NAN
-12,-11,-5,-7,-20,-18,-25,-11,NAN
14,6,3,-17,-40,-20,-2,33,NAN
9,-1,-7,4,3,30,1,-20,NAN
-5,2,7,5,23,29,18,83,NAN
3,3,1,13,32,28,63,-23,NAN
9,-1,2,13,-16,-70,-55,16,NAN
3,0,1,-9,-21,-23,-11,64,NAN
-37,-5,-23,-16,-20,4,10,-65,NAN
2,8,28,28,51,68,54,-20,NAN
4,-9,-8,-5,-12,3,-8,-14,NAN
0,-6,-19,-9,-7,-17,-63,-37,NAN
29,13,26,32,45,-20,-34,10,NAN
-43,6,11,-6,-13,-6,-17,-10,NAN
37,1,-19,-18,-29,1,-16,-9,NAN
-23,-7,-15,-8,1,-12,-9,-7,NAN
11,-1,6,1,-3,8,2,-6,NAN
-22,2,-5,1,16,-18,-9,16,NAN
-10,-4,7,14,6,18,1,-31,NAN
16,4,68,3,4,10,-7,10,NAN
1,1,-2,4,8,0,11,15,NAN
-30,-18,-41,-14,-17,-12,-7,-45,NAN
-4,2,-11,-15,-2,2,-27,-36,NAN
21,-6,-27,-16,-34,-8,46,52,NAN
-7,-6,34,8,8,7,-21,-79,NAN
-21,-1,-12,-5,-4,12,14,-59,NAN
21,7,-9,-3,-7,-100,-29,7,NAN
12,-5,-16,-14,-20,44,55,-21,NAN
-18,-13,-30,-17,-17,12,-1,-36,NAN
9,5,23,-2,-24,-7,12,61,NAN
20,3,-19,3,4,30,60,57,NAN
25,18,49,36,46,28,82,-6,NAN
2,-5,-15,15,39,3,-35,0,NAN
-8,2,20,-27,-60,-31,-9,-14,NAN
-29,-18,-29,-19,-24,-25,-42,-2,NAN
-4,2,-7,23,31,5,-30,-8,NAN
3,-6,-9,-11,-10,3,4,9,NAN
1,2,23,0,2,-12,-27,-15,NAN
-19,0,-35,-10,2,44,31,-31,NAN
-16,22,14,-3,-7,-43,-1,52,NAN
-3,-8,22,-3,-11,32,-32,-8,NAN
1,2,-6,0,3,-32,12,0,NAN
8,-10,-1,-6,-17,-8,49,27,NAN
-10,-14,-28,-2,9,37,-17,-70,NAN
17,5,1,8,29,-69,4,30,NAN
5,-11,10,11,7,-16,-66,-4,NAN
5,9,6,7,21,50,39,-12,NAN
5,-8,-3,2,14,22,-22,-7,NAN
