C1,C2,C3,C4,C5,C6,C7,C8,Marker
-1,-1,-2,-2,-2,-3,-5,-6,NAN
-3,-3,0,2,-3,-1,1,0,NAN
-2,0,0,-5,-5,1,-1,-2,NAN
1,2,1,4,3,2,-1,2,NAN
-1,0,1,4,5,1,-1,2,NAN
-2,-4,-3,-4,1,0,-1,1,NAN
-1,-2,-2,0,-2,-6,-1,-2,NAN
0,-1,-2,0,6,3,0,-7,NAN
-1,-2,1,-1,1,0,-1,2,NAN
-1,0,0,1,-1,0,0,-4,NAN
-3,0,1,3,3,1,-5,-6,NAN
-1,-1,-5,-7,-6,-4,5,0,NAN
-1,-2,0,-2,1,3,0,-2,NAN
-3,-2,0,1,3,-1,-3,0,NAN
1,-2,-3,1,2,-2,-3,-4,NAN
0,1,1,0,-5,-5,-4,1,NAN
0,-1,-4,-9,-6,-4,-3,-1,NAN
-1,1,1,3,1,3,-1,-1,NAN
0,1,2,3,-3,0,0,-5,NAN
-1,0,-2,-5,2,-4,-2,6,NAN
-2,-1,-2,-1,-1,-3,-2,-6,NAN
-1,-3,-3,-5,1,0,-2,-1,NAN
-1,-3,-2,1,4,0,0,-4,NAN
-1,-1,-2,-3,-5,-1,1,-2,NAN
0,0,1,1,0,-1,1,0,NAN
-2,0,1,5,8,4,-3,-4,NAN
-2,-1,-3,-3,-4,-4,0,4,NAN
0,-1,0,-3,-2,-4,0,-1,NAN
0,-1,-1,-2,1,1,0,4,NAN
-3,-1,2,-3,-1,2,1,-1,NAN
-2,0,-1,-4,-4,-6,-3,-10,NAN
-2,2,0,0,-1,0,3,17,NAN
-1,-2,-3,-3,-3,-3,-4,-2,NAN
-1,-1,1,2,2,3,-1,-4,NAN
0,-2,-1,1,-3,-1,-1,-2,NAN
-1,0,0,0,-1,-4,-2,-4,NAN
-1,-1,-3,-4,3,-2,1,3,NAN
0,-1,2,3,3,1,-2,-3,NAN
-2,-1,-2,-4,-4,-3,-2,-5,NAN
-1,0,-2,0,-1,1,0,-2,NAN
-1,0,0,-5,-4,0,-2,-2,NAN
0,-2,-3,-3,-7,-7,-2,-6,NAN
0,0,2,5,7,3,2,19,NAN
-1,-1,-4,0,0,-3,-3,-8,NAN
0,-3,0,0,-4,4,0,-4,NAN
-2,-2,1,0,0,-2,-3,0,NAN
0,0,-1,-3,-7,-6,-3,-2,NAN
1,-1,-2,1,-4,-2,-3,0,NAN
-1,-1,-2,0,2,-3,-1,-6,NAN
0,0,-1,-2,5,7,2,-1,NAN
-2,-3,-2,-7,-10,-8,-3,-5,NAN
-2,-1,1,-2,-1,0,3,-1,NAN
-2,0,-2,-4,0,-2,-2,2,NAN
0,0,2,2,-4,1,-1,-1,NAN
1,1,3,0,2,0,-1,-8,NAN
-2,-1,-4,-6,-6,-3,-2,2,NAN
0,1,-2,3,4,1,-1,-10,NAN
-1,1,1,4,0,5,1,3,NAN
0,0,-1,-2,0,-6,-3,-2,NAN
-1,0,-2,0,0,1,0,-1,NAN
-3,-2,-2,-3,-3,-2,-1,3,NAN
0,-1,-3,-1,-2,-1,-1,-3,NAN
-2,-2,4,3,3,7,0,1,NAN
0,-3,-2,-5,-5,-4,-1,-3,NAN
-1,0,0,1,2,1,1,7,NAN
0,-1,2,-2,-6,-3,-2,21,NAN
-2,-2,-1,2,3,2,-1,-4,NAN
0,-3,-1,-2,0,-6,-3,-4,NAN
-1,-2,-1,-3,-2,-1,0,1,NAN
-1,-1,-2,-3,-1,2,1,-6,NAN
-1,-1,-1,2,1,-4,0,1,NAN
0,-1,0,1,1,1,-1,0,NAN
-1,1,-1,-3,-8,-2,-2,2,NAN
-3,-2,0,4,4,-2,0,-4,NAN
0,0,1,-1,-3,1,0,1,NAN
0,-2,-1,-3,-4,-2,-2,-2,NAN
-1,0,-2,4,4,1,-2,-11,NAN
0,-2,-2,-6,-6,0,5,21,NAN
0,0,-1,2,0,-1,0,-2,NAN
-1,0,-1,1,-1,-2,-4,-3,NAN
1,-2,-2,-7,-4,-1,1,-1,NAN
0,-1,-1,-1,2,2,-3,-8,NAN
-1,-2,-2,-4,-6,-4,-2,3,NAN
-1,-2,-2,0,-2,-2,0,-3,NAN
-1,0,-2,0,1,-1,-1,-1,NAN
-1,-1,2,2,2,-1,-2,-4,NAN
1,-3,0,-1,-2,2,2,7,NAN
1,0,0,-4,-1,5,2,11,NAN
-2,-2,-2,-2,-6,-6,-4,-10,NAN
-1,0,4,4,5,4,3,-1,NAN
0,-1,0,0,2,-4,-3,0,NAN
0,-1,-2,0,-4,0,-1,-7,NAN
-3,2,-2,-8,-3,-1,1,3,NAN
0,0,1,0,1,2,-1,-1,NAN
0,-3,-3,0,-2,-10,-4,3,NAN
-1,-1,-3,-3,-6,-2,-3,-7,NAN
0,1,-1,2,4,6,2,6,NAN
-1,-1,-2,-6,-5,-1,-2,-9,NAN
0,0,2,1,-3,-2,-1,2,NAN
-1,0,2,2,8,6,1,-4,NAN
0,-3,-4,-3,-7,-2,-3,-2,NAN
-2,-2,-4,-2,0,-5,-4,-4,NAN
-1,-1,-1,-2,1,0,0,-8,NAN
-3,-1,-2,1,-1,-1,2,-6,NAN
-1,1,1,1,1,3,0,4,NAN
1,-3,-1,1,-4,-2,0,2,NAN
-2,0,-1,-4,2,-5,-5,1,NAN
1,-2,-1,-1,-3,-4,-1,0,NAN
-2,-2,-3,-6,0,1,-1,2,NAN
0,1,-1,2,3,2,1,-1,NAN
-1,0,0,-2,-2,-3,-1,-9,NAN
1,1,2,5,7,1,0,1,NAN
-2,-1,-1,-1,-3,1,-1,-3,NAN
-3,-2,-3,-2,1,-3,-2,-7,NAN
0,-2,1,-3,-9,-2,1,-3,NAN
-1,-3,-3,-5,-1,-5,-2,-2,NAN
3,-1,2,0,-7,-1,0,1,NAN
-1,0,-1,-3,-4,0,-2,-1,NAN
-2,-2,-2,-1,3,-3,-2,-11,NAN
-1,-2,-2,-5,-10,-4,-4,-2,NAN
-1,-1,-1,0,4,2,1,5,NAN
0,-1,0,-3,2,-1,-1,1,NAN
0,-1,1,1,-7,-1,0,0,NAN
-2,-1,1,-1,0,-1,-1,-2,NAN
0,-1,-1,-2,-1,1,-1,-7,NAN
-2,-2,1,1,-5,1,0,6,NAN
-2,0,1,-1,1,-3,-2,1,NAN
0,-3,-4,-6,-7,-4,-2,-3,NAN
-2,-2,0,1,4,0,0,2,NAN
0,0,3,-1,-5,0,0,3,NAN
0,0,-1,3,11,1,0,0,NAN
-1,-1,-5,-5,-2,-3,-4,-4,NAN
-1,0,0,0,-2,-2,-3,0,NAN
1,-2,-1,-1,0,-2,1,8,NAN
-1,-2,-2,-3,-3,0,-2,2,NAN
-2,0,1,4,2,2,1,-12,NAN
1,0,0,1,2,2,-1,0,NAN
-1,0,0,4,3,1,0,-1,NAN
-2,-4,-2,-2,2,-2,-1,-3,NAN
0,-1,-2,-2,-5,0,0,-3,NAN
-1,-2,0,2,1,-3,0,2,NAN
0,-2,1,-2,-2,-3,-2,-6,NAN
1,1,-1,1,3,2,2,-2,NAN
1,-1,-1,1,3,1,-2,5,NAN
-2,-3,-5,-7,-6,-8,-3,-6,NAN
-2,-1,1,-4,-2,0,0,2,NAN
-1,-2,-4,-4,-4,-4,-3,0,NAN
0,1,0,-2,-1,4,1,4,NAN
-2,-1,0,2,1,1,-1,-7,NAN
-1,-1,-4,-4,-3,-2,0,17,NAN
0,1,1,3,-1,1,-1,-1,NAN
-2,-1,-1,0,1,-2,0,-3,NAN
1,-1,0,1,2,-4,-1,-2,NAN
-3,1,0,-1,-7,0,-1,-6,NAN
-2,-2,-2,-1,2,0,-2,-2,NAN
0,-3,-2,1,-1,-1,1,10,NAN
0,-2,0,0,-6,2,0,-4,NAN
-1,-1,-2,-3,-5,-2,-2,-8,NAN
-3,-1,-2,-7,-5,-3,-1,3,NAN
-2,-3,-2,3,4,1,-1,-2,NAN
-1,1,-1,-4,-9,-1,0,-1,NAN
0,-2,-2,-3,3,0,-2,-1,NAN
-2,0,-1,1,-1,1,0,-4,NAN
0,-3,-2,-2,-8,-4,0,14,NAN
-3,-1,0,0,4,0,-1,-3,NAN
0,-1,1,1,-3,2,-1,2,NAN
-2,0,-1,-5,-4,-8,-2,-9,NAN
-2,-1,0,2,2,-4,-2,-5,NAN
-1,-1,-3,-5,-2,4,-2,1,NAN
-3,-1,2,5,-1,0,0,-3,NAN
0,-2,-2,-3,2,-1,-1,2,NAN
0,-3,-1,-1,-9,-1,-2,-4,NAN
-1,-3,-2,-2,-1,-3,-1,-3,NAN
-2,-2,-2,-1,3,1,-2,-6,NAN
-1,-1,1,3,-1,-1,0,9,NAN
-1,-1,-1,-6,-11,-4,-4,0,NAN
-2,-3,-2,1,6,5,-1,-2,NAN
-1,1,-1,-4,-3,-7,-2,-3,NAN
-1,-2,2,4,-1,0,-1,7,NAN
0,-1,-2,-1,3,-5,2,-10,NAN
0,0,1,1,0,7,1,6,NAN
1,0,0,-3,2,-2,-1,-2,NAN
-2,-2,-1,-3,-4,-5,0,-4,NAN
-3,-1,-2,-5,-1,3,-3,1,NAN
-1,-3,0,3,-1,-1,-1,2,NAN
0,0,-1,-3,-3,-3,0,2,NAN
-1,1,0,-2,-2,-2,-2,-9,NAN
-1,-3,1,-3,-3,0,3,20,NAN
-1,-2,1,3,0,1,-1,-4,NAN
0,-1,-3,-5,-2,-7,-3,-1,NAN
-1,1,0,4,8,3,-2,-6,NAN
-1,0,-2,-2,-7,-3,0,2,NAN
-2,-3,-2,-6,-8,-3,-3,-1,NAN
1,0,0,2,1,1,1,4,NAN
-1,-1,0,-3,-1,-5,0,-4,NAN
0,-1,3,1,-3,2,-2,-3,NAN
-2,-1,-1,-1,2,-5,-2,-3,NAN
-1,-2,-2,-3,-2,0,-2,-4,NAN
-1,-2,-1,-2,-3,-2,-1,-1,NAN
-3,-2,1,3,4,-2,-1,0,NAN
0,0,-2,-4,-11,4,1,2,NAN
-2,-1,-2,1,4,-4,-3,-7,NAN
-1,-3,-3,-1,-1,0,-1,7,NAN
-1,0,-1,0,-4,-5,-3,-5,NAN
0,-1,-1,-1,0,1,0,3,NAN
-1,1,-2,1,3,0,3,3,NAN
-1,0,-4,-5,-7,-3,-3,-2,NAN
-1,0,-1,-2,-5,-1,-2,1,NAN
0,1,2,1,2,-4,0,-2,NAN
1,-1,-1,1,0,1,-1,-1,NAN
-1,-3,0,-2,-4,-2,-3,-4,NAN
-1,0,-3,0,4,-1,-4,-6,NAN
-2,-3,-6,-4,-4,-6,-1,-2,NAN
-5,-2,-1,-1,0,-1,1,-4,NAN
-1,1,-5,-5,-1,-5,-3,1,NAN
0,-1,0,6,1,-1,-3,-2,NAN
1,-1,-2,-5,2,4,2,1,NAN
-2,-2,-2,-1,-6,-5,-2,3,NAN
-2,-1,1,3,2,3,1,-3,NAN
-1,-1,-1,-5,-1,-5,-2,1,NAN
-1,0,-1,-1,-1,-1,-2,-5,NAN
1,-1,0,-2,-3,1,1,-1,NAN
1,0,1,1,3,1,1,3,NAN
-2,-2,-2,-3,1,1,-1,-6,NAN
-1,-2,0,-1,-3,-3,-2,-1,NAN
-1,-2,-1,-3,-2,0,0,-3,NAN
-2,-1,-1,-1,0,-3,-1,-3,NAN
0,-3,-1,-1,-2,-2,-2,3,NAN
0,-1,1,3,3,1,1,-1,NAN
-4,-3,-2,-4,-5,-2,-1,0,NAN
-1,-2,-6,-4,-2,-5,-3,0,NAN
-1,0,1,0,-1,0,0,-1,NAN
-2,-1,2,7,4,8,0,1,NAN
-2,-3,-3,-5,-9,-4,-1,-4,NAN
-2,-3,-2,-1,5,-3,0,6,NAN
-3,-1,2,5,3,4,-1,-5,NAN
0,0,2,0,0,0,-2,-6,NAN
-1,-1,-1,-1,4,-2,0,3,NAN
0,0,1,-1,-4,0,-1,-7,NAN
1,0,-3,-6,-5,-5,-3,0,NAN
0,-1,0,1,2,3,0,3,NAN
1,-1,0,-2,-3,0,-1,-3,NAN
0,0,-2,-1,-4,-4,-1,-2,NAN
-3,-1,-1,0,1,1,-2,1,NAN
-3,-2,-1,-3,-1,-2,-2,-8,NAN
0,0,-2,0,-1,-2,1,13,NAN
-2,-2,-2,0,0,3,1,-2,NAN
0,-1,-3,-1,0,-3,-3,0,NAN
-1,0,-1,-2,-3,1,-1,-1,NAN
-2,-2,-1,1,-1,0,-2,-8,NAN
-1,1,-1,0,2,-2,0,2,NAN
1,0,1,0,4,3,1,4,NAN
1,-1,-2,-6,-1,-2,-1,-2,NAN
-1,1,0,1,-2,1,-1,-1,NAN
-3,1,0,1,3,1,2,1,NAN
1,1,4,5,1,5,1,-1,NAN
-2,-2,1,2,1,-2,-1,-3,NAN
-1,-2,-2,-4,-5,-4,-1,3,NAN
-1,0,-2,-2,-4,-2,2,3,NAN
-1,-1,-1,-2,-3,-5,-2,-6,NAN
-3,-3,0,2,0,1,-1,-9,NAN
1,0,1,-1,-2,-3,0,-2,NAN
0,1,-1,-1,-3,-2,-1,-1,NAN
0,-2,0,0,-1,-1,2,-1,NAN
0,-2,-1,0,-2,-1,-2,4,NAN
0,-2,-1,-2,0,0,-2,-3,NAN
-1,0,-2,-1,-4,-4,-2,0,NAN
-3,0,-2,1,1,2,-1,2,NAN
0,-1,-1,-2,-6,-3,-3,-2,NAN
-2,-2,-2,-1,-1,-1,-1,1,NAN
-4,-3,-2,0,0,-1,1,2,NAN
1,1,1,-1,0,0,-2,0,NAN
-1,-2,0,2,1,4,3,-4,NAN
1,3,6,5,-2,1,1,4,NAN
0,0,-5,-10,-3,-4,-1,-1,NAN
-1,-1,-3,-4,1,-1,-3,-4,NAN
-3,-5,-3,1,1,-2,-4,-4,NAN
1,4,8,-1,-1,0,-2,3,NAN
-2,0,2,6,-1,2,1,1,NAN
-2,-3,-1,2,0,0,1,-2,NAN
3,1,0,-1,0,1,-1,2,NAN
-4,-4,-3,-1,1,-1,-1,-5,NAN
0,-6,0,1,1,0,0,-2,NAN
-1,-1,-3,-3,-3,-3,-2,-1,NAN
-3,-5,-4,-4,-2,-4,-2,-2,NAN
-2,0,-2,1,3,1,-1,-2,NAN
-1,0,-1,-6,0,-1,0,0,NAN
-2,-4,-1,0,-2,-1,0,-1,NAN
2,1,-1,-3,-1,0,-2,1,NAN
-2,-1,-4,-5,-3,-1,-1,-1,NAN
-2,-2,3,3,1,-1,-1,1,NAN
-5,-1,28,5,1,0,0,0,NAN
-2,2,-40,-12,-3,-2,-1,-2,NAN
-1,-1,-9,-7,-4,-3,-1,-3,NAN
-2,-1,0,-3,-2,2,-1,-2,NAN
2,-9,-5,-2,0,-1,-1,1,NAN
0,-1,15,5,-1,-3,-1,-1,NAN
0,-1,-3,1,-1,0,-1,0,NAN
-2,-8,-3,0,2,0,0,-1,NAN
0,3,-6,1,-2,1,-1,-1,NAN
-2,-3,-1,-8,-5,-2,-2,-1,NAN
-5,-9,-11,-6,-1,-2,-1,1,NAN
-4,-2,5,5,2,0,-1,-2,NAN
0,-2,2,-2,-2,-1,0,-3,NAN
-1,2,-1,-1,-1,-1,0,-2,NAN
-4,1,0,-3,-1,-1,-3,-1,NAN
-2,1,-1,1,0,0,1,0,NAN
-1,-5,3,2,-2,1,-4,-2,NAN
-1,0,-4,-1,-1,-2,-2,8,NAN
8,6,-7,-3,-1,-2,0,-17,NAN
-1,-4,7,-1,-2,-2,1,4,NAN
-7,-8,12,16,2,-1,-4,0,NAN
0,0,-9,-22,-7,-5,-2,-4,NAN
-1,-1,15,1,1,-1,1,-1,NAN
-1,-2,-48,-13,-4,-1,-1,-4,NAN
1,1,16,3,-2,-2,0,5,NAN
0,1,7,10,3,1,1,-1,NAN
-1,-8,15,7,3,1,0,-1,NAN
0,6,-9,-30,-14,-5,-1,-2,NAN
-1,-1,6,7,7,2,2,1,NAN
-1,-1,-21,-19,-11,-6,-3,0,NAN
9,6,-1,-4,-1,-1,2,4,NAN
-3,0,5,8,3,0,0,-4,NAN
-3,-5,12,10,0,-1,0,-2,NAN
0,5,5,-2,-4,-3,-2,0,NAN
-5,-1,-21,-6,-2,0,-2,0,NAN
8,7,-3,-3,1,-1,-3,1,NAN
0,3,1,-1,-3,0,1,1,NAN
-3,-2,23,9,4,2,1,0,NAN
1,4,-34,14,1,0,-1,0,NAN
1,1,9,19,4,0,-2,0,NAN
-6,1,-24,-17,-17,-33,-13,-12,NAN
-4,-11,31,24,15,13,4,0,NAN
-1,10,-36,-30,0,31,16,6,NAN
1,-2,50,29,9,1,5,2,NAN
-2,-6,17,-1,5,-4,-14,-5,NAN
0,1,-21,-8,-14,-34,-3,-13,NAN
-1,-10,-21,-5,-8,-21,-32,-7,NAN
-3,-1,15,3,0,23,27,16,NAN
-4,-2,-14,-12,0,2,-1,0,NAN
-4,0,13,-2,-4,-9,-11,1,NAN
-2,0,8,-4,7,26,52,0,NAN
-4,-2,4,1,0,-15,-26,12,NAN
-1,-9,-9,-8,-8,26,24,-12,NAN
-8,3,-2,7,8,-18,-8,-19,NAN
7,-7,-6,-2,-8,-22,-2,-1,NAN
-11,-10,-10,-8,-10,-16,41,23,NAN
-1,-1,-25,-2,-3,-17,-97,-13,NAN
6,39,41,5,11,68,42,-10,NAN
-11,2,10,-2,-2,5,18,16,NAN
7,-6,-8,1,-3,-1,11,-12,NAN
2,-7,-8,2,-2,-16,10,36,NAN
-13,-23,-8,2,-3,-22,-14,-60,NAN
-22,44,12,-3,-3,-2,-36,-17,NAN
8,12,6,1,0,4,-8,79,NAN
26,-31,-16,-3,-2,-6,17,-22,NAN
5,-10,2,0,-2,-7,-20,33,NAN
-4,-1,11,1,2,6,6,-4,NAN
-7,-3,-7,-3,3,10,-11,-38,NAN
-7,-2,-2,3,3,-4,23,18,NAN
9,17,8,9,1,-11,-22,22,NAN
-6,-22,-5,-10,-10,-7,-14,-41,NAN
-10,-6,-5,-10,-4,6,-10,7,NAN
-1,-30,-13,9,8,15,25,-15,NAN
-4,23,7,0,-8,-24,-16,-9,NAN
10,-22,-1,5,6,2,-8,40,NAN
12,2,-4,-2,1,8,-1,-13,NAN
-4,21,14,-4,-2,-3,6,-12,NAN
-6,-52,-17,-5,-5,-7,24,12,NAN
4,-10,-5,-1,2,18,-9,8,NAN
1,39,16,-2,-3,-24,-2,-2,NAN
-13,16,-13,-2,1,-1,1,7,NAN
-2,28,19,4,1,13,-23,-123,NAN
19,-1,-13,-3,-1,5,44,103,NAN
-8,-6,-9,-4,1,14,7,32,NAN
-3,19,17,-7,-1,-10,-4,23,NAN
-13,-38,-15,-3,0,-11,5,30,NAN
39,55,22,10,6,28,-23,-71,NAN
-21,-23,-17,-6,-3,-12,31,-30,NAN
23,-13,-10,4,3,-16,-7,36,NAN
0,39,18,-15,-13,2,5,-26,NAN
21,11,-4,14,11,11,-7,79,NAN
6,-68,-32,-1,6,28,43,52,NAN
-14,61,25,10,2,-14,-40,-85,NAN
6,-5,-16,-17,-22,-2,-11,0,NAN
-20,11,12,-1,-2,-28,-8,-25,NAN
-2,18,34,15,5,14,1,-55,NAN
-11,-22,-35,-13,-6,-13,-10,-51,NAN
37,20,28,15,12,14,18,77,NAN
-51,-66,-14,-7,-15,-11,-16,-42,NAN
-6,-35,-40,0,-3,-7,-21,-7,NAN
35,42,7,-30,-8,2,7,32,NAN
11,49,5,17,8,6,9,1,NAN
-14,-42,-8,6,-4,-8,-7,-16,NAN
15,54,23,-1,-3,-5,-19,-47,NAN
-55,-44,-9,-11,-14,-14,-35,-84,NAN
-3,-3,5,-7,3,-8,13,43,NAN
-25,-38,5,2,-14,-36,-25,-49,NAN
-12,-10,-30,-19,-9,-14,-20,44,NAN
8,20,39,39,25,45,44,-49,NAN
-49,-48,-33,-18,-9,3,-35,-55,NAN
51,51,-8,-16,13,58,57,14,NAN
-26,29,14,-2,-6,-16,-25,-33,NAN
28,-27,-18,3,-10,-14,-5,7,NAN
-27,-33,-26,-4,-6,-30,-18,-12,NAN
-7,-5,80,38,26,32,-21,-58,NAN
48,42,-53,-57,-15,20,83,113,NAN
-18,-24,-17,10,-1,-31,-58,-22,NAN
-13,6,20,1,1,12,14,11,NAN
-16,-17,-17,-11,-14,-52,-28,12,NAN
31,-10,44,16,6,12,-13,-3,NAN
-5,39,6,2,-1,22,35,59,NAN
41,-30,-15,6,9,-17,-16,45,NAN
-60,11,-1,-8,-3,-2,11,-11,NAN
21,-11,4,20,13,1,5,8,NAN
31,32,6,0,0,-8,13,82,NAN
16,-5,0,5,0,28,7,-18,NAN
13,-1,-18,8,-3,-44,16,53,NAN
-24,-5,21,1,1,22,15,-82,NAN
3,-12,10,-9,17,58,17,72,NAN
5,-6,28,19,-15,-41,-13,3,NAN
-13,15,-53,-41,9,14,-28,-75,NAN
23,25,-35,2,-1,1,27,66,NAN
-4,7,27,2,-6,-20,-33,22,NAN
-46,-25,-52,-8,1,16,9,-40,NAN
86,12,91,35,-3,-10,5,3,NAN
-41,-24,-50,-34,-19,-34,-45,-19,NAN
-35,-7,8,19,12,49,59,-56,NAN
16,24,-7,6,-8,-37,-29,11,NAN
2,7,-24,-37,-10,16,21,14,NAN
-30,-35,13,13,-2,-19,-10,-29,NAN
-59,-44,-31,-14,-9,-58,9,-19,NAN
14,23,13,-7,9,26,-16,7,NAN
35,-15,7,7,4,49,14,113,NAN
25,4,-1,4,-6,-23,-17,-44,NAN
40,-1,-3,6,19,23,-27,69,NAN
-70,0,22,12,-2,-7,67,21,NAN
64,16,-18,-16,2,19,-42,-84,NAN
-15,-14,59,38,11,7,7,18,NAN
40,18,-21,-29,-20,-22,6,9,NAN
-39,-11,-56,-22,3,8,-14,-23,NAN
-18,35,29,24,0,11,19,57,NAN
-83,-37,4,-4,-5,-1,-26,-128,NAN
58,24,76,21,-5,-13,-3,-21,NAN
67,33,-92,-9,-4,-25,4,91,NAN
-53,-54,-8,-15,-5,5,-3,-80,NAN
20,67,38,-3,2,14,-17,24,NAN
-18,-4,-48,-23,-14,-14,12,-3,NAN
-41,-44,18,-13,-2,4,-7,7,NAN
43,-15,-28,33,10,-22,3,-19,NAN
35,-2,-26,-30,2,34,-17,35,NAN
-30,0,-11,0,-4,0,-14,-31,NAN
28,21,68,19,7,6,12,-13,NAN
-20,-49,36,23,-17,-60,8,55,NAN
-24,6,-86,-67,4,44,-15,-82,NAN
34,17,40,0,-8,-21,21,5,NAN
0,-39,-70,-1,9,37,-31,14,NAN
11,61,123,50,15,0,4,8,NAN
-2,1,-4,-3,-5,-30,-13,45,NAN
-8,-26,-50,-38,-9,2,-11,-57,NAN
46,88,34,-14,0,0,41,33,NAN
-37,-35,-24,16,-9,-25,-34,25,NAN
-11,-35,47,28,12,24,20,-36,NAN
-33,3,-24,27,10,-2,8,9,NAN
62,-12,-30,-29,-23,-45,-44,52,NAN
-8,-11,54,-4,4,-11,62,7,NAN
6,36,-5,-21,-9,15,34,10,NAN
-41,-55,73,28,16,31,4,6,NAN
81,-28,11,19,-8,-29,-26,-57,NAN
0,39,-66,-35,2,13,-26,6,NAN
9,-24,1,29,9,-26,9,11,NAN
-37,-5,7,-3,-22,-47,-18,32,NAN
-21,29,37,16,17,42,-23,-62,NAN
-45,-34,-42,-38,-18,-17,15,-16,NAN
89,38,1,-13,-2,4,-52,37,NAN
-61,-17,-69,-14,-3,22,37,18,NAN
-31,-11,86,31,-1,-16,-20,-25,NAN
-25,-22,-120,-64,-16,-14,-1,-11,NAN
22,54,126,71,8,6,7,-6,NAN
12,21,-119,-80,-10,3,-3,14,NAN
-55,-54,-20,-17,-10,-17,-7,-17,NAN
12,-12,41,24,9,19,-2,-32,NAN
-6,0,13,11,-3,-13,21,-6,NAN
36,40,21,10,0,-17,-25,15,NAN
-28,-33,27,10,4,18,40,-22,NAN
-3,0,-34,-17,-1,17,15,48,NAN
-22,16,-12,-3,-6,-30,-12,-20,NAN
18,-18,32,20,-3,-36,8,7,NAN
-30,-9,-29,-3,16,72,-24,-6,NAN
44,23,15,-8,-11,-21,-22,-2,NAN
-32,-13,-36,-9,7,1,-62,-70,NAN
-54,-23,-8,2,2,21,20,35,NAN
57,18,17,15,-7,-31,63,70,NAN
-48,19,76,38,9,-10,-13,-92,NAN
41,-10,-105,-77,-1,54,26,103,NAN
-25,-35,77,40,0,-23,-3,-23,NAN
94,43,-23,-40,9,23,5,-51,NAN
-46,-50,-2,30,2,10,32,25,NAN
5,51,2,-35,-28,-55,0,31,NAN
11,20,-21,-3,12,49,-22,-20,NAN
-19,15,39,7,-6,-22,21,49,NAN
38,13,-36,-14,-2,2,-22,-1,NAN
-35,-99,6,26,2,-4,21,-1,NAN
38,41,94,12,-1,-17,-13,-5,NAN
-44,-8,-77,-24,-9,3,-10,-23,NAN
-14,9,-32,-27,-12,-2,-19,-5,NAN
-13,-24,19,18,-2,-4,8,22,NAN
7,3,4,1,-2,-31,3,-4,NAN
-20,-11,11,5,10,26,14,-34,NAN
-12,-2,-30,-10,2,-4,-30,31,NAN
-5,3,3,8,-14,-6,-4,-19,NAN
-4,-30,40,11,2,-24,-27,-39,NAN
-29,34,-79,-74,-12,28,-40,-14,NAN
19,-5,0,0,-4,-24,30,-3,NAN
7,6,123,60,21,3,-70,1,NAN
-37,-6,-127,-84,-15,30,-14,-57,NAN
10,-7,73,38,4,-12,-5,71,NAN
21,12,103,9,7,11,2,-26,NAN
-11,12,-13,-13,-13,-5,4,-40,NAN
27,12,4,44,15,16,35,52,NAN
-36,-2,7,-2,-6,-23,-37,-8,NAN
27,14,-19,-12,-9,0,16,20,NAN
-23,-14,0,22,7,3,40,-34,NAN
12,-22,2,5,-2,-3,-7,23,NAN
15,-4,12,4,0,0,13,-19,NAN
-7,6,-26,-3,-2,-3,-13,-32,NAN
-14,-12,-34,-12,6,10,14,30,NAN
24,-1,-11,17,2,7,29,31,NAN
-59,-16,49,23,-4,-25,-26,-25,NAN
54,7,-41,-19,-3,-4,-24,10,NAN
-9,-3,-83,-40,-5,-15,-3,-28,NAN
23,-2,49,8,5,23,11,-6,NAN
-18,1,26,34,1,-28,10,-1,NAN
-24,5,33,-20,-5,14,-7,-21,NAN
20,-10,52,-5,-9,-30,7,11,NAN
-17,-1,-92,-53,-4,7,-47,16,NAN
-24,-27,-24,-4,-2,21,32,-29,NAN
18,40,20,29,13,11,-6,32,NAN
-2,-15,20,11,-10,-23,1,37,NAN
14,-8,26,18,5,-1,-4,-53,NAN
-22,-10,-1,-10,-9,-46,-9,15,NAN
-60,4,-17,-15,3,33,15,12,NAN
49,-21,-27,-9,2,18,-18,3,NAN
-27,5,8,11,-2,9,1,-47,NAN
16,-3,-13,4,-4,-6,15,-21,NAN
-10,-25,19,31,0,-18,-6,-9,NAN
13,41,-48,-55,-15,-13,-1,19,NAN
-27,2,14,-6,-4,19,16,18,NAN
16,-2,-3,-6,1,-17,-2,-30,NAN
-7,-18,-7,1,-1,4,-1,-6,NAN
-32,-15,28,17,10,30,8,-1,NAN
16,30,-4,1,-3,-24,-12,32,NAN
40,-5,15,12,8,30,0,25,NAN
-38,-13,-31,-17,-12,-24,9,-42,NAN
-12,-8,39,0,6,15,-21,44,NAN
60,26,-3,5,-4,-12,24,3,NAN
3,-12,9,32,16,8,12,0,NAN
-8,30,11,-21,-9,11,14,-25,NAN
22,-16,-2,16,7,-4,19,22,NAN
-36,1,47,9,-9,-14,-11,-28,NAN
-28,-3,-52,-25,-6,-3,4,-28,NAN
7,-44,-65,4,2,13,6,32,NAN
-25,35,62,29,3,-11,-23,-34,NAN
7,4,-34,-15,-6,2,19,17,NAN
-16,29,54,0,-4,-5,-3,-20,NAN
10,-25,-69,-22,1,-2,-1,27,NAN
-27,-41,-19,6,-7,-18,1,-8,NAN
-17,-20,18,9,-2,-4,-9,-19,NAN
26,24,-13,-30,-1,-5,-41,29,NAN
-21,-8,33,-2,-3,-7,-22,-39,NAN
