C1,C2,C3,C4,C5,C6,C7,C8,Marker
-3,-4,-1,-2,0,-3,-1,-2,NAN
-5,0,-2,-3,-2,1,-1,0,NAN
0,-3,-3,-2,0,1,-1,-1,NAN
-3,-1,1,-1,-1,-4,0,-2,NAN
-3,-2,-2,3,-1,-2,-1,-1,NAN
-1,-2,0,-2,-4,0,-3,-2,NAN
0,-1,-1,-4,-2,2,-2,-2,NAN
2,-1,-1,2,2,1,-1,-3,NAN
-1,-1,-1,-8,-4,-4,-1,0,NAN
-1,-3,-2,0,1,2,0,-2,NAN
-3,-1,1,1,1,-2,0,1,NAN
2,0,0,-1,-2,-2,-1,0,NAN
1,1,-2,-3,-2,-3,-2,-2,NAN
-4,1,-1,0,1,1,-1,-2,NAN
-3,-2,-1,0,0,-2,-2,-2,NAN
1,4,3,3,-3,-1,-1,-2,NAN
-6,-4,-2,-8,-2,-3,-2,-3,NAN
2,2,-2,7,-5,-6,1,0,NAN
0,-4,1,-5,-3,3,-2,0,NAN
-4,0,0,2,5,2,2,0,NAN
1,1,0,-5,-5,-10,-4,-1,NAN
-4,-2,0,0,5,4,-3,-2,NAN
2,2,0,5,2,13,-6,4,NAN
-2,-1,-4,-5,-6,-17,-4,-3,NAN
0,-1,-3,-3,0,-4,3,-1,NAN
1,-1,-2,-1,4,5,-2,-2,NAN
-8,-5,-2,0,6,0,-2,-1,NAN
0,1,0,-5,3,-3,-4,-3,NAN
-6,-2,0,8,-2,-1,1,-2,NAN
5,-1,-3,-4,-1,-3,1,0,NAN
-1,2,1,0,1,-2,0,-2,NAN
-6,-2,-3,1,-1,-1,-2,0,NAN
1,0,-1,-4,-3,-3,-2,-3,NAN
-6,-2,2,0,-3,4,0,-3,NAN
4,0,-2,8,2,-2,-2,-2,NAN
-4,-5,-2,-17,-10,-3,-2,-1,NAN
-3,0,-1,-2,-2,-11,-2,-1,NAN
0,-2,-3,-3,0,6,1,-1,NAN
-5,-2,-2,0,-6,-2,-2,-1,NAN
8,0,2,-3,-2,-4,-1,-1,NAN
-1,0,-2,0,0,3,1,0,NAN
-1,0,-2,2,3,-3,0,2,NAN
2,0,-2,-9,-4,-3,-2,-1,NAN
-1,-2,-1,2,1,-2,-1,-1,NAN
-4,-2,-2,-3,-1,3,1,-1,NAN
-1,1,-1,0,0,-4,-3,0,NAN
1,-4,-3,2,1,10,0,1,NAN
-2,0,1,-3,-3,-9,-4,-2,NAN
0,-1,-1,-1,1,3,3,0,NAN
-2,3,-1,2,0,0,-1,1,NAN
-6,1,1,0,-2,-2,-3,-2,NAN
-4,-2,-1,1,-1,-3,-3,-2,NAN
-1,0,-2,-2,-4,-4,-5,-2,NAN
-6,-2,0,1,0,1,5,0,NAN
-3,-3,2,1,0,1,-4,-1,NAN
4,-2,2,0,-1,-8,-3,-4,NAN
1,5,-1,-3,-2,-3,-3,-2,NAN
-2,0,0,0,2,0,3,-1,NAN
0,-1,-1,-1,0,4,0,1,NAN
0,-2,1,-1,-1,1,-1,-1,NAN
-1,-2,-1,2,-1,0,-1,0,NAN
0,0,-1,1,0,0,-1,-1,NAN
1,0,0,1,1,-4,-2,-1,NAN
-2,-3,-2,-1,-1,-1,0,1,NAN
-2,-1,-4,-3,-1,-3,-2,-1,NAN
0,0,-1,-10,-2,-1,0,-1,NAN
-3,0,0,-3,-2,-2,0,0,NAN
1,-2,-2,0,1,3,-1,-1,NAN
-1,0,-2,-4,0,-5,-2,-1,NAN
-3,-5,-3,-2,-2,-6,-6,-2,NAN
-3,0,1,0,-5,1,-1,-2,NAN
-2,-3,-2,2,2,2,-2,1,NAN
2,-2,-4,-2,-4,-5,0,-2,NAN
-2,0,-1,-7,-3,-1,0,-2,NAN
0,-1,0,3,-3,2,-1,-2,NAN
4,-2,-2,-2,2,-1,0,0,NAN
2,-3,0,2,-1,-3,0,2,NAN
-3,0,-2,7,1,4,0,-4,NAN
0,0,-4,-5,-3,-8,-4,-2,NAN
-4,1,1,-2,-1,4,-1,-4,NAN
2,-3,-1,0,1,-2,-2,-1,NAN
-5,0,-1,-6,2,-3,-1,0,NAN
-5,-1,-2,-5,-4,-5,-6,-3,NAN
6,0,0,1,1,2,1,0,NAN
-2,0,-2,-2,-1,-1,-1,-1,NAN
-2,-2,-2,-2,-3,0,-2,0,NAN
-2,-1,2,2,3,8,6,0,NAN
-2,0,-1,-1,-3,-7,-5,-2,NAN
-1,-3,0,-2,-1,-1,-2,-2,NAN
1,-3,0,0,0,0,1,0,NAN
-1,1,-3,-4,1,-3,-1,-1,NAN
-4,2,-1,6,0,1,5,-1,NAN
-6,0,-1,-1,-2,-1,-1,-2,NAN
-5,-1,-2,-2,0,2,-2,-1,NAN
-4,-5,-3,0,-2,-4,-3,-2,NAN
0,0,-4,-4,0,-4,0,-4,NAN
3,-3,1,-1,-1,0,0,0,NAN
-1,0,2,-1,-4,0,-3,-1,NAN
-5,-1,0,-1,0,-5,-1,0,NAN
-3,-3,0,-1,-3,5,-3,0,NAN
-3,-1,-1,-3,-2,-12,-3,-3,NAN
-1,-5,-1,1,-2,-3,-4,0,NAN
-5,-2,-3,-1,-3,0,-2,-3,NAN
1,-3,-2,-3,-5,-3,-4,-1,NAN
-1,0,-1,0,-1,-4,-2,0,NAN
-2,-1,-1,1,-2,-3,-1,-1,NAN
1,1,-1,2,3,4,1,0,NAN
2,-2,-2,-2,-2,-1,-3,-2,NAN
7,-2,1,-3,1,-4,-4,1,NAN
-4,-1,-1,-1,-2,0,-3,-4,NAN
1,-2,-2,-3,-2,-2,0,1,NAN
0,-2,0,-3,-2,0,5,0,NAN
0,1,-2,-1,0,-5,-3,0,NAN
-2,-3,0,0,-2,-1,-3,-2,NAN
-4,0,-2,-4,-1,0,0,-1,NAN
1,0,1,-1,-1,-5,-3,-1,NAN
-1,-1,-2,-1,-2,4,1,-2,NAN
-2,1,1,2,0,-3,-1,0,NAN
1,1,-1,-2,-2,1,2,-2,NAN
-5,-2,-3,-3,-1,-4,-2,-1,NAN
1,-4,1,0,-1,0,-1,-3,NAN
-6,0,-4,-2,-1,-3,-4,-3,NAN
-1,0,-4,-3,-1,2,-3,-1,NAN
-4,-1,-1,0,1,-5,1,0,NAN
1,1,0,1,0,1,0,-1,NAN
0,-1,-1,-13,2,1,0,-1,NAN
-3,1,-1,0,-1,6,0,0,NAN
3,-1,0,1,0,-2,-1,-2,NAN
-3,-3,-4,-5,2,4,2,-1,NAN
0,-4,-2,-5,-3,-4,-4,-1,NAN
2,2,2,0,0,-1,1,-1,NAN
-4,-4,-4,3,0,3,0,0,NAN
1,0,-3,-4,-3,-3,-6,-4,NAN
-1,1,2,4,2,4,4,1,NAN
-4,-2,-4,-4,2,-2,-3,-1,NAN
5,0,-1,1,-4,-1,1,0,NAN
0,-2,-2,0,0,-1,-1,0,NAN
-3,2,-3,-2,-4,-3,-4,-2,NAN
1,0,1,-2,-3,-2,0,-1,NAN
-1,1,-1,0,-1,0,-3,-3,NAN
3,-2,-2,0,0,2,0,1,NAN
-1,-3,1,2,0,0,1,0,NAN
-3,-1,-3,-4,-1,-8,-1,-1,NAN
-1,-2,-3,0,-2,-2,0,0,NAN
3,0,-1,2,1,2,-2,-1,NAN
-1,-3,0,-2,-1,-5,2,-3,NAN
-2,-2,-1,-3,-3,-4,-3,-2,NAN
2,-1,-1,-2,0,0,-2,0,NAN
0,-1,0,-1,0,2,1,-1,NAN
-7,0,1,-3,-1,3,-3,-1,NAN
-4,-5,-4,-1,-4,-2,-2,-4,NAN
6,-1,0,1,1,0,-1,3,NAN
-1,0,1,-6,-4,-2,0,-2,NAN
0,-2,-1,1,-2,1,-2,0,NAN
-1,6,-1,-2,-2,-2,1,1,NAN
-5,-4,-4,-2,-2,1,-3,-1,NAN
-2,0,-2,-3,-2,-1,-3,-1,NAN
-1,1,0,1,-2,-5,-4,-2,NAN
-9,-3,-2,-3,-1,6,-2,0,NAN
-2,1,-2,-1,-2,-9,-3,-1,NAN
-2,-1,-4,-1,-3,0,1,-1,NAN
-5,-3,-1,2,3,5,-2,-1,NAN
2,3,3,-2,-1,0,1,-2,NAN
0,-2,5,3,1,0,-2,-2,NAN
2,-2,-2,-1,-4,-5,0,-2,NAN
-3,0,-4,-2,2,5,1,0,NAN
2,-2,1,0,1,-4,-2,-1,NAN
-4,-3,0,1,-3,0,1,-1,NAN
-1,1,-2,1,-3,-4,1,-2,NAN
1,0,-5,-4,-2,1,-1,-1,NAN
4,0,-1,1,3,-1,-2,1,NAN
-4,-1,-1,0,-1,-1,-1,-2,NAN
2,-1,1,1,-1,-5,-2,0,NAN
-4,0,-2,0,-3,1,2,-1,NAN
1,-1,2,1,3,3,4,0,NAN
1,2,-2,-5,-11,-9,-5,-4,NAN
-3,-3,0,-1,1,-2,0,-1,NAN
-2,0,0,1,1,-1,-4,0,NAN
-3,0,-3,-1,1,0,-3,2,NAN
-1,-1,1,1,3,5,8,1,NAN
0,-3,-3,-1,-3,-6,-2,-2,NAN
1,0,-2,-4,-2,0,-7,-2,NAN
2,-2,0,0,1,-2,2,0,NAN
2,-1,-2,0,1,3,4,0,NAN
-2,-5,1,0,1,7,0,-1,NAN
0,0,-6,-3,-7,-8,-4,-3,NAN
-5,-1,-5,-3,-2,-1,-3,-2,NAN
-1,1,1,-2,-2,-3,-1,-1,NAN
1,-1,-1,1,0,-2,0,0,NAN
0,-3,0,0,2,4,-2,-1,NAN
-3,2,0,0,-4,1,-1,0,NAN
1,-2,-2,-1,0,0,-1,-3,NAN
-2,-1,0,-1,-1,1,0,0,NAN
2,-5,1,-1,-2,-4,-1,0,NAN
2,0,-1,-1,0,-3,0,-3,NAN
-4,-1,-2,0,4,-1,-1,-3,NAN
-3,-1,-2,-4,1,4,3,-1,NAN
-1,1,2,1,-1,3,0,-1,NAN
-2,-1,-1,-5,-7,-14,-6,-3,NAN
1,-1,-3,0,1,0,0,-1,NAN
-3,0,-3,-1,0,1,-2,-1,NAN
-7,2,0,-1,1,1,2,-1,NAN
0,-1,0,3,0,1,1,1,NAN
-2,-1,-4,-8,-5,1,-1,-1,NAN
-1,-1,-3,-1,-2,-8,-4,-2,NAN
-3,0,-2,-1,-2,1,-2,1,NAN
-4,-5,-1,0,0,3,0,-3,NAN
3,-1,0,2,0,-3,-2,1,NAN
0,3,0,-2,-1,2,2,3,NAN
0,-2,-1,1,2,-1,0,0,NAN
1,-1,-1,-3,-6,-4,-2,-1,NAN
2,-1,-4,0,-1,-4,1,-1,NAN
-3,1,0,-4,-3,-4,-1,-3,NAN
-1,1,-2,-1,-1,-1,-2,-4,NAN
2,0,-1,2,4,3,2,0,NAN
-6,-3,3,2,-1,1,-1,-2,NAN
6,-2,0,-2,-1,-3,-3,-2,NAN
2,-3,-2,-3,-2,0,-1,-2,NAN
-4,-1,-4,-1,1,-3,-4,-1,NAN
-1,5,-3,-2,-3,3,3,2,NAN
4,2,-2,-2,-2,-6,-5,-2,NAN
-3,0,0,0,-3,-3,-2,-2,NAN
-4,-3,2,5,-5,-1,3,-3,NAN
2,1,3,1,1,0,-2,0,NAN
0,-3,-2,-2,-2,0,0,-2,NAN
1,1,1,1,0,3,1,1,NAN
0,-3,-3,-4,-3,0,-3,0,NAN
-4,-3,-5,-3,-1,-8,-4,-3,NAN
-1,-2,1,-3,-4,3,1,0,NAN
-1,-1,-1,-1,2,-2,-3,-1,NAN
-2,-2,0,1,2,2,0,2,NAN
-1,1,1,-1,-1,-2,-4,-1,NAN
-2,0,0,2,0,-2,-2,-1,NAN
0,1,-2,-4,1,5,2,0,NAN
1,-3,-4,-3,-4,-4,-2,-1,NAN
-2,-2,-1,-1,-3,-4,-2,-2,NAN
-2,-1,-1,-3,-1,-1,0,0,NAN
2,1,2,0,2,2,0,2,NAN
-1,-2,-1,3,0,2,-2,-1,NAN
1,-1,0,-2,-2,8,2,0,NAN
-2,-2,-5,-5,-2,-16,-3,-2,NAN
-2,-2,-2,0,-2,1,-1,-2,NAN
1,1,-1,-1,1,11,3,1,NAN
-3,-2,1,-3,-1,-1,-3,-1,NAN
0,2,-1,0,-1,-2,-2,-1,NAN
-2,0,0,-1,-4,-3,2,-1,NAN
8,2,-1,0,-1,0,-2,0,NAN
-2,-4,-2,0,0,-1,1,1,NAN
-2,1,-1,1,2,0,3,-1,NAN
0,-2,-3,-3,-1,-2,-2,-3,NAN
-5,-2,-2,-1,1,0,-1,-1,NAN
-2,-2,-3,-2,-3,-1,-2,-3,NAN
-5,-4,0,0,-1,1,-1,-2,NAN
0,-1,-4,-3,0,-1,0,-2,NAN
0,1,-1,-4,0,-1,-1,-2,NAN
-3,-2,-3,-1,0,0,-2,-2,NAN
-2,-5,-1,-1,0,-1,0,-1,NAN
-2,4,-1,3,0,0,1,0,NAN
-3,-5,-1,-1,0,3,-2,-2,NAN
2,0,2,-2,-1,-6,-1,-1,NAN
0,-1,-2,0,1,-3,-2,-2,NAN
-2,-2,-2,-3,-7,-9,-2,-4,NAN
-8,-2,-4,-2,-1,-5,-1,-3,NAN
0,-1,3,3,0,0,-3,1,NAN
1,1,1,2,0,0,-1,-1,NAN
-1,-3,-3,-2,1,2,0,-1,NAN
-1,1,-5,-6,-3,3,0,0,NAN
1,-2,-1,-1,-1,-3,-2,-2,NAN
-2,-5,-2,-1,-1,3,-1,-1,NAN
1,3,0,-1,0,-2,-2,-1,NAN
-2,-4,0,-2,0,6,1,-2,NAN
0,0,-1,0,0,-2,1,0,NAN
0,0,1,-3,0,-2,-2,-1,NAN
3,-1,-2,1,-3,2,2,0,NAN
-3,2,2,0,-3,-2,-2,-1,NAN
-4,-2,1,-2,1,0,0,-2,NAN
-1,1,-1,-2,-3,-3,-5,-1,NAN
0,0,-2,0,-1,2,1,0,NAN
-2,-4,0,0,0,-5,-7,-3,NAN
-1,-2,0,3,1,0,0,-2,NAN
0,-1,-1,-1,-4,-2,-1,-2,NAN
-3,-4,-4,-4,-2,-1,-3,-2,NAN
-2,-1,0,-1,-1,0,-1,-3,NAN
-1,-1,-1,0,1,-2,-1,-1,NAN
-1,-1,1,2,-4,0,3,-1,NAN
-3,-3,-5,-3,-3,1,-3,-2,NAN
-6,-2,1,-2,2,-2,-1,0,NAN
1,-2,0,0,-2,0,-1,-1,NAN
-1,-2,0,-2,-4,2,3,-3,NAN
2,0,0,0,2,1,-2,1,NAN
-6,0,0,0,1,-2,-1,-3,NAN
6,0,2,-4,-1,-2,-1,2,NAN
-1,-1,-1,1,1,-1,0,0,NAN
-3,1,1,-2,-5,-5,-2,-2,NAN
0,-1,-1,-2,0,-1,0,-1,NAN
-1,1,2,0,-2,0,0,1,NAN
-2,-2,-1,-3,1,-3,0,-1,NAN
-5,4,-2,1,-2,-5,-4,-2,NAN
5,-3,1,1,-3,0,0,-2,NAN
-6,0,-2,1,-1,1,-1,-2,NAN
0,-5,0,0,0,-6,-1,-1,NAN
-1,0,-1,-3,-1,2,-5,1,NAN
-2,-3,1,-2,-3,-3,-1,0,NAN
-2,-2,-1,-1,-2,-2,0,-1,NAN
-6,-4,-2,1,1,4,0,0,NAN
14,-4,0,0,1,-1,3,2,NAN
-3,2,1,-3,-5,-15,-4,-1,NAN
-2,-4,-4,-2,-8,-2,-6,-1,NAN
-4,3,0,-2,-2,-1,0,-3,NAN
-3,-1,1,1,1,1,1,-2,NAN
0,0,-3,-3,3,4,2,1,NAN
0,-1,-3,1,-1,0,2,0,NAN
0,-2,-1,-1,-3,0,-2,-1,NAN
-3,1,1,0,-5,-2,-1,-1,NAN
-1,3,-1,0,2,-2,-3,-1,NAN
-2,-2,-3,-4,-2,-2,1,0,NAN
-2,-2,0,-1,2,3,-2,0,NAN
-1,-1,0,-2,-1,-3,-2,1,NAN
-1,1,-3,0,1,-2,-1,0,NAN
4,-2,-1,-4,-1,-2,-1,0,NAN
-2,-4,-2,-1,-3,-1,0,-2,NAN
-3,1,1,-2,1,2,0,0,NAN
4,-3,-3,0,-3,-3,-1,-2,NAN
-5,-2,-5,-2,-1,-1,1,-2,NAN
-6,1,-1,-3,2,-3,1,-1,NAN
0,-4,-2,-2,1,1,0,-2,NAN
0,0,0,1,-1,-1,0,-3,NAN
0,0,-1,1,1,-1,-3,-1,NAN
1,-2,-2,-5,-4,-1,-3,2,NAN
-6,0,4,0,0,2,-2,-4,NAN
1,0,-2,-1,0,4,2,-1,NAN
0,-3,-2,-4,-3,-6,-4,-2,NAN
2,-1,-4,-2,-3,-1,-3,-3,NAN
-6,0,-1,-3,0,-3,2,-2,NAN
0,-3,0,1,4,11,2,-1,NAN
-4,0,0,-2,-3,-7,-6,-2,NAN
2,0,-4,-2,-2,-3,0,0,NAN
1,1,2,1,5,6,1,-1,NAN
-1,-3,-1,-1,2,1,0,1,NAN
-4,0,-1,-4,-1,-6,-2,-2,NAN
-1,-1,0,1,-6,-3,-5,0,NAN
-3,-1,-2,2,1,0,0,-1,NAN
-2,2,-1,2,0,-3,-2,-3,NAN
-7,-4,-2,-2,-3,3,-1,0,NAN
-2,1,0,0,2,0,1,-1,NAN
0,-2,-1,1,-2,3,0,-1,NAN
-1,0,-2,-5,0,-3,-2,-4,NAN
-2,0,0,0,-2,2,-1,1,NAN
0,1,0,-1,0,-6,-2,0,NAN
-4,-3,-1,-3,-6,-2,1,-2,NAN
-2,-3,0,-1,-3,-5,0,2,NAN
5,-1,-2,-3,-1,-5,-12,25,NAN
0,-2,-3,2,1,3,7,40,NAN
1,-1,1,-4,-3,-3,-1,-7,NAN
-5,-4,-23,-12,-4,-3,-5,72,NAN
12,4,17,10,0,5,-2,-17,NAN
-2,-7,-4,-5,-3,-4,-12,81,NAN
4,6,9,12,8,-6,-15,-89,NAN
-7,-4,-12,-24,-10,22,50,88,NAN
-2,-3,-24,-1,7,1,-11,51,NAN
5,-3,-3,13,-2,-1,11,79,NAN
