Timestamp, Rotation x, Rotation y, Rotation z, Marker
11310,4.8125,0.5625,-2.875,0
11330,5.6875,1.375,-4.375,0
11350,6.375,3,-6.0625,0
11370,6.3125,4.1875,-5.3125,0
11390,4.625,5.5,-4.875,0
11410,3.375,5.9375,-5.75,0
11430,3,6.25,-7.125,0
11450,3.625,7.5625,-8.125,0
11470,4.3125,7.5625,-9.75,0
11490,4.9375,7.5625,-11.625,0
11510,3.875,8.125,-11.25,0
11530,1.5,7.375,-10.125,0
11550,1.75,7.25,-10.9375,0
11570,3.0625,6.6875,-11.4375,0
11590,2.75,6.0625,-10.5,0
11610,1.8125,5.875,-7.9375,0
11630,1,5.375,-6,0
11650,-0.5625,5.625,-5.875,0
11670,-0.125,6.3125,-6.125,0
11690,1.3125,4.75,-5.125,0
11710,2,3.6875,-3.3125,0
11730,1.875,3.6875,-1.6875,0
11750,2.5625,3.6875,-1,0
11770,3.3125,3.6875,-1.375,0
11790,3.9375,4.25,-0.375,0
11810,3.75,4.625,1.1875,0
11830,3.8125,4.8125,2.4375,0
11850,3.375,4.875,3.5,0
11870,4.625,5.375,3.0625,0
11890,4.8125,5.375,2.6875,0
11910,3.4375,5.9375,3.625,0
11930,2.3125,5.9375,4.8125,0
11950,1.5625,6,3.9375,0
11970,2.5625,6.75,3,0
11990,4.3125,6.5,3.8125,0
12010,3.6875,6.0625,5.3125,0
12030,1.9375,5.9375,5.5625,0
12040,1.125,5.8125,4.125,0
12060,1.8125,6.5,4.25,0
12080,2,6.6875,5.9375,0
12100,3.4375,6.75,5.4375,0
12120,2.75,7.0625,4.9375,0
12140,2.5,9.1875,5.3125,0
12160,1.5,10.75,5.625,0
12180,1.875,9.75,6.3125,0
12200,2.5,9.125,5.625,0
12220,2.1875,9.875,4.625,0
12240,1.375,10.375,5.4375,0
12260,-0.625,11.125,6.875,0
12280,-1.1875,11.125,7.375,0
12300,-1.125,10.6875,6.5625,0
12320,-0.0625,10.9375,6.375,0
12340,1.6875,10.8125,6.5625,0
12360,1.375,10.9375,6.6875,0
12380,-0.8125,11.5625,6.375,0
12400,-1.375,12.0625,4.5,0
12420,0.5625,11.4375,3.875,0
12420,1.625,10.625,3.625,0
12440,2.75,10.5,3.3125,0
12460,0.9375,11.0625,3.4375,0
12480,1.625,10.9375,2.6875,0
12500,2.125,10.5,2.375,0
12520,2.1875,10.5625,1.875,0
